ID	logFC_0.5h	FDR_0.5h	logFC_1h	FDR_1h	logFC_2h	FDR_2h	logFC_4h	FDR_4h	logFC_8h	FDR_8h	logFC_12h	FDR_12h	logFC_24h	FDR_24h
AT1G02550	-0.269411455	0.805025414	0.103845505	0.965922058	0.108852887	0.795882334	-0.27019731	0.232751558	-0.106339401	0.706373623	0.068844597	0.869256128	-0.226788261	0.820177488
AT1G02560	0.087931275	0.90346586	-0.002772296	0.998864179	0.100864095	0.769573133	0.130343326	0.535720124	0.220237052	0.197509204	0.23792494	0.152104869	0.146056099	0.655837964
AT1G02570	0.265626598	0.776504742	0.29225504	0.805866531	0.077861019	0.854078631	-0.080588085	0.8061655	0.002281302	0.994047821	-0.361119074	0.507232737	-0.015763611	0.977062317
AT1G02580	0.22540443	0.777200278	-0.188760244	0.938585994	-0.027072309	0.965547764	-0.024676264	0.948688737	-0.175536627	0.475956332	-0.590757806	0.157567616	-0.402133169	0.239217353
AT1G02620	-0.017097558	0.99244868	-0.151016675	0.936404764	-0.049142682	0.927473733	-0.053327053	0.907407442	-0.225942459	0.474423424	-0.102464213	0.780135697	-0.153380503	0.841436927
AT1G02640	-0.405044199	0.572339575	0.384920179	0.815355381	0.030848151	0.983424864	0.290420021	0.539970589	1.038263466	0.075018338	0.795731914	0.101887217	0.153152455	0.92937377
AT1G02660	0.127756906	0.965250269	-0.136005283	0.979010197	-0.41072716	0.66540276	-0.237832102	0.42649923	0.570114613	0.033072862	0.168151427	0.541044481	0.265289058	0.688682647
AT1G02670	-0.086757662	0.911111203	0.351582718	0.670091455	-0.08566133	0.856818793	-0.209214512	0.425770756	0.163672358	0.537967596	0.308062119	0.410536802	0.051785704	0.921830008
AT1G02680	0.005082282	0.997717509	0.101474331	0.97074342	0.375667775	0.487239846	0.232320125	0.427639463	0.270883546	0.308808714	0.322722323	0.589923042	0.169687933	0.715006043
AT1G02690	-0.439798129	0.33369241	-0.008061983	0.997563116	0.142052556	0.769573133	0.492794981	0.050651838	0.524769271	0.040557678	0.184406768	0.347776537	0.071199461	0.915490133
AT1G02700	0.020339122	0.974981953	0.058335933	0.97006321	-0.198139184	0.48135514	-0.379431429	0.105673702	-0.339764533	0.129965197	-0.287647436	0.32756766	-0.062628773	0.926598321
AT1G02710	0.009244779	0.994329678	-0.022251382	0.996713885	-0.120545773	0.791282837	-0.041211997	0.951741536	0.031555801	0.94851209	0.135842723	0.766787233	-0.077554513	0.933275511
AT1G02720	-0.001169291	0.998834966	-0.027806141	0.99089996	-0.390119927	0.462385363	-0.268303062	0.424446578	-0.241364592	0.355654027	-0.080982933	0.773007852	-0.635115309	0.232793009
AT1G02730	-0.340954397	0.597275765	-0.281404608	0.830160475	-0.223744505	0.490437272	0.015534144	0.966644797	0.405013411	0.084899566	0.395154605	0.140878007	0.040578234	0.961287068
AT1G02740	-0.133628349	0.876808401	0.074515951	0.967925973	0.626094488	0.158542567	0.917146149	0.003033629	0.632527851	0.009701333	0.632913044	0.023666277	0.818871253	0.04696913
AT1G02750	-0.338989331	0.545836336	-0.526164984	0.594235718	0.038896737	0.969134138	-0.285049867	0.247318317	-0.338898435	0.131865554	-0.398331833	0.420333154	-0.388958292	0.557020702
AT1G02780	-3.35E-05	0.999852403	-0.023405412	0.986008083	0.088997382	0.777664664	0.110711687	0.511538763	0.202153917	0.243316612	0.1479359	0.305299456	0.15147465	0.54857523
AT1G02790	-0.04365528	0.936652195	0.027757434	0.982667574	-0.11276763	0.720924844	-0.127653672	0.417807305	-0.205927563	0.148720289	-0.070315034	0.81511007	0.022774367	0.962921816
AT1G02800	0.051581558	0.940229313	0.285480443	0.740270473	-0.198195008	0.698135371	0.050047772	0.871489101	-0.052282791	0.838825736	-0.292929067	0.337228569	-0.19308449	0.748170187
AT1G02810	0.024587738	0.994828317	0.124533402	0.967804582	-0.11207526	0.889007388	-0.702767262	0.050742118	-0.704699975	0.226209206	-0.263775416	0.53895282	0.203929807	0.838052242
AT1G02813	-0.091145809	0.918953171	-0.018275057	0.98906678	-0.092299867	0.778664611	-0.070370036	0.810899826	0.033093837	0.87444589	0.391993166	0.265789016	0.419879023	0.330709621
AT1G02816	-0.162457121	0.798246885	-0.285347403	0.867243371	-0.512894952	0.303799995	-0.779242006	0.015501052	-0.766583502	0.005966452	-0.974630476	0.000966504	-0.465685126	0.157927585
AT1G02820	0.158411556	0.779969974	0.360756807	0.450993729	0.300814873	0.429860932	0.519989409	0.040400973	-0.274078904	0.235384338	0.235388243	0.472169084	0.019442992	0.975570483
AT1G02830	-0.155089356	0.784292652	0.00109725	0.999075402	-0.064792584	0.770491123	0.086270054	0.626532667	-0.022599101	0.914569406	-0.139263783	0.461726957	0.044666508	0.899448585
AT1G02840	0.01787323	0.979329864	0.066962965	0.965975722	0.259654911	0.410978495	0.186669213	0.440679631	0.315187661	0.07406334	0.406311937	0.040588747	0.175736277	0.59900746
AT1G02850	0.462725843	0.755851229	0.220130568	0.975583558	1.67158749	0.037854068	1.252220322	0.00058345	0.920628215	0.175179888	0.204398081	0.857186249	0.673650653	0.714902607
AT1G02860	0.875990714	0.16734563	1.562511605	0.097899753	1.499047206	0.086702446	1.829106138	8.91E-05	1.645395105	5.81E-05	1.851748274	7.00E-05	1.251713842	0.0083144
AT1G02870	0.120855277	0.828098927	0.207994724	0.869643997	0.458259637	0.2940271	0.586916456	0.048114073	0.355634059	0.170045525	0.214550096	0.432861337	0.127393812	0.77176528
AT1G02890	0.554380393	0.275468352	0.547116939	0.28004033	0.843889527	0.06987528	0.780408756	0.020351917	0.277469503	0.277496797	0.272923773	0.366598814	0.340400766	0.375126624
AT1G02900	0.097713823	0.878418408	0.512599625	0.250503312	0.637767308	0.114310085	1.048666823	0.000724772	0.804064303	0.002363596	0.31884996	0.099413448	-0.525376688	0.046253811
AT1G02910	-0.115817065	0.900613521	0.152513813	0.947392954	0.147171915	0.740604795	0.218172117	0.588852824	0.237414324	0.38177119	0.217879901	0.385225359	-0.050093007	0.944459594
AT1G02930	-0.118706873	0.969589908	-0.55960834	0.687045893	0.145979265	0.837177395	0.124953826	0.828544828	-0.744643028	0.02180028	-0.433890049	0.560670399	-0.908412387	0.47375083
AT1G02940	0.0324026	0.942088834	0.081279949	0.909377965	-0.056462794	0.83201381	0.034253053	0.882415039	-0.079381049	0.649919794	-0.062085601	0.770848723	-0.041745262	0.939239545
AT1G02950	0.041123547	0.965960823	-0.013092697	0.995838785	-0.053553398	0.931187872	0.005853167	0.986939949	0.027259949	0.931358932	-0.088010741	0.777043638	-0.916630255	0.029019696
AT1G02960	0.045428179	0.974071674	0.276175182	0.858766235	0.069095093	0.882030987	-0.208208889	0.487683476	0.131150524	0.620193134	0.155930336	0.561570833	0.07003151	0.916123842
AT1G02970	0.201596923	0.824085981	0.098856703	0.978195818	-0.268684739	0.523513711	0.686301082	0.016682497	0.125154857	0.658447554	0.23128311	0.359808043	0.182350481	0.764114729
AT1G02980	0.012491783	0.986437724	-0.102133108	0.915421646	0.154591031	0.559064247	0.002173097	0.992359298	-0.034111411	0.879940139	-0.175180992	0.3012646	-0.060640735	0.928528335
AT1G03000	-0.23434337	0.689699945	-0.086483225	0.958295194	-0.136246686	0.770674019	-0.017338357	0.961533726	0.028828475	0.912342136	0.00841686	0.977495572	0.16981615	0.692544084
AT1G03010	-0.068560556	0.886650679	0.130140935	0.931208351	-0.001864685	0.997777224	0.685818402	0.02767603	1.053365865	0.001280861	0.57063257	0.04061505	-0.029547865	0.951559066
AT1G03020	-0.15262504	0.825107979	-0.093767817	0.943629614	-0.006029452	0.989099502	0.047688277	0.881670243	-0.111425717	0.619322458	-0.116933936	0.484144372	-0.038904432	0.937451688
AT1G03030	0.034467035	0.962801794	-0.047038854	0.985893413	0.021401949	0.974691101	-0.006113601	0.987717169	-0.059058068	0.826558591	0.086928775	0.801257205	-0.118846168	0.823028401
AT1G03040	0.545623294	0.50265105	0.246596182	0.899555466	0.45916848	0.271127143	0.258050814	0.388741749	0.225243135	0.371540067	0.452325363	0.165773805	0.301028641	0.708218495
AT1G03050	-0.128140974	0.837588001	-0.041966582	0.97178722	-0.136751196	0.671271881	0.011141215	0.971271589	-0.045310631	0.83528008	-0.066465507	0.736973246	-0.108975001	0.789716179
AT1G03055	-0.04353125	0.947056017	0.143272361	0.820932733	0.177118127	0.654207665	-0.04017265	0.890352796	-0.182144235	0.523368738	-0.268854773	0.527634835	-0.058044452	0.8707556
AT1G03060	0.348771733	0.505844846	0.142298663	0.920603821	0.279645641	0.520737888	0.495911161	0.028539224	0.276476061	0.134061769	0.240232486	0.356932148	0.238112977	0.583091505
AT1G03070	0.124458446	0.949302096	-0.121138707	0.946770814	-0.509552182	0.281637814	-1.077547229	0.002021086	-0.415271657	0.161228463	-0.374893126	0.449647856	-0.425211885	0.476745236
AT1G03080	0.269743188	0.780039653	0.179955648	0.939997501	0.170284609	0.742860476	-0.005753544	0.987001883	-0.261158367	0.294809123	-0.354147833	0.324068715	0.164426129	0.85636577
AT1G03090	-0.02864628	0.971634529	0.503480824	0.767473668	0.062509899	0.961632632	-0.307311232	0.3850769	0.432061541	0.418322094	-0.020463046	0.944970476	0.064242734	0.921830008
AT1G03100	-0.090504925	0.909264624	0.08588815	0.965423024	0.133907711	0.733435547	0.364078534	0.139349379	0.075234666	0.788107253	-0.341882141	0.315370314	-0.087953974	0.872896826
AT1G03110	0.06674374	0.939541007	0.061048142	0.97178722	0.516464514	0.20423655	0.554984293	0.07169783	0.371701037	0.172726885	0.140254681	0.506919871	0.057353007	0.926658175
AT1G03130	0.536941899	0.659158235	0.017289274	0.995807774	0.056762937	0.944142069	-0.125767087	0.6836355	0.224781094	0.335793877	0.19016067	0.58558815	-0.06066538	0.915071411
AT1G03140	-0.043462823	0.966569481	-0.169367462	0.919162147	0.131167708	0.757013072	0.086319176	0.71681293	0.342201921	0.129965197	0.270310767	0.480814536	0.24428018	0.53213057
AT1G03150	-0.07089479	0.918953171	0.184199744	0.873465959	0.10426533	0.815785809	0.300371407	0.258111938	0.199162458	0.314598407	0.37704418	0.073665821	0.033325862	0.946739793
AT1G03160	0.390391073	0.66560067	0.192056883	0.881667281	0.297037386	0.592750497	-0.04414542	0.911126453	-0.100066778	0.684632477	-0.202902721	0.65330587	-0.215593608	0.740247216
AT1G03170	0.217249902	0.73729986	0.294474732	0.638869308	0.099777246	0.800344701	0.022567824	0.943961872	-0.028234591	0.939369278	-0.115569209	0.665931727	-0.192850719	0.486140164
AT1G03180	-0.007704933	0.996213837	0.070018119	0.968871853	-0.186389931	0.671715695	0.051951415	0.874521803	0.315545624	0.215078698	0.029518684	0.933886635	0.180227405	0.719732926
AT1G03190	-0.081438343	0.92608232	-0.062876698	0.985893413	0.242266974	0.708385386	0.211919239	0.441211212	0.104418735	0.70953762	-0.058544592	0.857997746	0.120017552	0.863185923
AT1G03210	-0.050257135	0.955717531	0.112140003	0.958416432	-0.089576539	0.851977998	-0.081483384	0.773347236	-0.03822693	0.916373078	0.040138919	0.907925601	-0.387420996	0.358811742
AT1G03220	0.093056842	0.943380576	-0.207560597	0.80402194	-0.270799356	0.449154374	-0.502579668	0.125067371	-0.842455499	0.005591425	-1.220311071	0.002208211	-0.914721545	0.033149078
AT1G03240	-0.249113538	0.833721238	-0.20236308	0.955021066	0.380013138	0.449503822	0.13040955	0.85988052	0.109351338	0.834140332	0.153423362	0.791962272	0.340932941	0.616745944
AT1G03250	0.025344131	0.974286856	-0.043082412	0.981224965	0.238932506	0.476896613	0.161265177	0.47802875	0.020764289	0.951055108	0.15526435	0.523411342	0.011850478	0.983177485
AT1G03260	0.114765802	0.861930363	-0.039755117	0.985893413	0.062710518	0.880431908	0.021101662	0.955461761	-0.039646176	0.887094779	-0.091889452	0.68747088	-0.199473707	0.65008422
AT1G03270	-0.176301421	0.853457952	-0.021601458	0.996186012	0.232487911	0.614178457	0.32268229	0.266601255	0.511084389	0.035598926	0.055457369	0.862040696	0.094286847	0.925117688
AT1G03280	-0.109902655	0.909597283	0.004249419	0.998414851	0.134029366	0.69164238	0.062933148	0.779922668	0.140794293	0.531361512	0.281727112	0.184673711	0.238282581	0.624062987
AT1G03290	-0.150899473	0.860770632	-0.375068204	0.822265057	-0.290269122	0.437302737	-0.415401195	0.094403736	-0.092781553	0.721281054	-0.275084054	0.294751392	0.060120139	0.950812935
AT1G03300	-0.240730943	0.785835693	-0.079422718	0.952867136	0.163748307	0.591003985	0.305990476	0.162455313	0.092575048	0.712369763	0.01810141	0.975792941	0.085185403	0.884979003
AT1G03310	-0.455976084	0.634053045	-0.221426215	0.903390876	0.112642547	0.778415657	0.010616048	0.977199666	-0.010619063	0.975374935	0.45506847	0.16508711	0.287943563	0.617108925
AT1G03320	0.16826337	0.769428443	-0.054952971	0.96939951	0.017004281	0.961632632	-0.135619314	0.601943036	-0.145050493	0.436292305	-0.070912077	0.79557872	-0.101027421	0.800976603
AT1G03330	-0.20083967	0.670206739	0.04925992	0.978195818	0.167672676	0.66540276	0.272537428	0.314993521	0.295383827	0.222666391	0.288536979	0.297414269	0.154174999	0.62150617
AT1G03350	-0.045745275	0.944476184	-0.045254905	0.983569033	-0.182662324	0.602596096	-0.191043729	0.312173183	-0.085158462	0.647991902	-0.000276068	0.998908715	0.012561818	0.980400314
AT1G03360	-0.269880272	0.725329938	0.160072655	0.912384388	0.849870965	0.151826863	0.885829288	0.002432799	0.400027961	0.19702567	-0.065672655	0.815444015	0.116399249	0.833162278
AT1G03370	0.369678924	0.670982835	0.164008882	0.910285487	-0.011715891	0.983728583	-0.012655144	0.968916191	-0.15834639	0.434611946	-0.021237429	0.941208564	-0.126916829	0.801921559
AT1G03380	-0.291194877	0.630707523	-0.435310096	0.876733645	-0.360968656	0.56682221	-0.879333272	0.018675747	-0.453746626	0.12630059	-0.36631865	0.129618014	-0.287939601	0.436859371
AT1G03390	0.004995598	0.997678884	-0.024810686	0.9877896	-0.096630433	0.776533067	-0.176415444	0.390196105	-0.159498623	0.383863267	-0.108547727	0.653418091	-0.041279059	0.937951941
AT1G03400	-0.114503967	0.906966874	-0.150703662	0.907429266	-0.097079822	0.874637664	-0.200489223	0.405224233	-0.300282612	0.146684844	0.127935614	0.759901945	-0.144787645	0.836683721
AT1G03410	0.258057239	0.869439091	0.358343262	0.949077115	-0.142388451	0.939730243	-0.231817542	0.794702854	1.131985039	0.037173012	0.692359872	0.266542284	-0.224000555	0.85958563
AT1G03420	-0.075612842	0.910925844	0.205247722	0.879954281	-0.119340596	0.823909848	-0.424890206	0.067020339	-0.139752298	0.456421964	0.325567461	0.165818019	0.043604015	0.964531579
AT1G03430	-0.011665423	0.990833982	0.298599541	0.675026329	-0.149321378	0.81591432	-0.524804083	0.02546089	0.070130194	0.798636678	0.051804841	0.848486926	0.07911421	0.889809915
AT1G03440	-0.194872053	0.805261688	-0.520829654	0.423003881	-0.385304267	0.305246694	-0.479742172	0.12572633	-0.238874346	0.245975703	-0.329272732	0.44676124	-0.317109175	0.60219975
AT1G03445	-0.271574746	0.8114267	0.014994788	0.996451614	-0.222590185	0.65642776	0.101469124	0.771611922	0.035206969	0.892409078	-0.323757108	0.501068476	-0.35948085	0.380379434
AT1G03457	-0.144856783	0.865473251	0.013644225	0.997163451	-0.240194625	0.737661799	-0.034940252	0.953132854	0.676336152	0.11865459	0.764647853	0.00954728	-0.113062587	0.850223881
AT1G03470	-0.066655752	0.949051582	-0.10733034	0.97412273	0.206008126	0.794591517	0.058740301	0.924727651	0.443262038	0.062694266	0.023158901	0.942677775	-0.383435706	0.372976962
AT1G03475	-0.044252063	0.950691099	0.008609528	0.997461788	-0.043721732	0.93888936	-0.033708812	0.925617924	0.022266567	0.934147664	0.162543797	0.521326207	-0.343863897	0.38833802
AT1G03490	0.033270035	0.943897685	0.132404865	0.930699305	0.125761221	0.691167402	-0.105282219	0.5266572	-0.096639808	0.617488795	0.011597125	0.957081561	0.046151251	0.925657786
AT1G03495	-0.222059832	0.766243416	0.103901588	0.960919085	-0.006258775	0.989611058	0.081300724	0.709905218	-0.13084665	0.560334165	-0.00848023	0.983386265	-0.029352862	0.952972104
AT1G03510	0.184213895	0.841029561	-0.042027157	0.986008083	0.155152611	0.747017485	0.047652471	0.89157192	0.072193237	0.79342361	-0.198378038	0.575903825	-0.031291548	0.970017268
AT1G03520	-0.081103238	0.940429528	0.14614765	0.939997501	-0.11078096	0.871481871	-0.309811434	0.232619107	-0.22762421	0.386589042	-0.235366871	0.420333154	-0.073612676	0.903675017
AT1G03530	0.042920558	0.96222321	0.318857908	0.764373716	0.838525751	0.076491221	0.87423489	0.004827877	0.371529813	0.176014365	-0.210089998	0.304130914	0.026226966	0.968175441
AT1G03540	0.317657898	0.676346894	0.183242586	0.908357365	0.039098545	0.940191658	-0.071332946	0.777722024	0.001566764	0.996622512	-0.24942366	0.457742621	0.06073209	0.927730951
AT1G03550	-0.013372302	0.994369848	0.37340982	0.725864797	0.023992471	0.971498495	-0.370090881	0.289967259	-0.630130669	0.027460183	-0.838744678	0.007665957	0.12165251	0.806800183
AT1G03560	-0.170869127	0.817018554	0.293864754	0.859463399	0.148604764	0.714720581	0.298710929	0.232691139	0.114631318	0.686683419	-0.104958469	0.754455504	-0.166299605	0.814651551
AT1G03590	0.308986703	0.58784994	0.229533549	0.881667281	0.341921202	0.50516181	0.451244729	0.068258614	0.595729098	0.006841812	0.519608095	0.048352605	0.586675868	0.069350082
AT1G03600	0.362136963	0.680127672	0.02735199	0.994255528	0.121145966	0.757446176	0.255276051	0.310577734	0.816170535	0.004354557	0.643026917	0.119332408	0.58379135	0.466390277
AT1G03610	0.287825555	0.626686529	0.660843097	0.159381313	0.282664996	0.551556853	0.554360499	0.075423039	0.839652207	0.014925488	1.202433203	0.000713601	0.82345223	0.097520142
AT1G03620	0.203584911	0.784025061	0.031463561	0.993248391	-0.016620635	0.982030756	0.11044315	0.801921895	-0.036244772	0.925822254	-0.031426322	0.953404324	0.066350576	0.969744261
AT1G03630	-0.152820751	0.840330892	-0.153401175	0.879780676	-0.231708138	0.546347092	-0.10376313	0.600263426	-0.025857608	0.927101924	-0.156469408	0.620503658	-0.084074641	0.821715705
AT1G03660	-1.306672812	0.426589366	-1.921742775	0.146341377	-1.612641587	0.195231637	-2.559731587	0.00110005	-2.471635899	3.31E-05	-1.692575078	0.015259819	-1.267504573	0.005630304
AT1G03675	0.425585172	0.408197376	-0.166399148	0.925913278	-0.173044568	0.647290797	0.194431618	0.394037082	0.359963446	0.275371437	0.243750947	0.316846705	0.384998412	0.269577316
AT1G03687	-0.132153672	0.842063232	-0.003063401	0.998901567	0.136007454	0.774321308	0.286439618	0.207428284	0.226483777	0.284380904	0.242508952	0.261138419	0.308192091	0.54545082
AT1G03700	-0.266701405	0.84150397	-0.561108588	0.655492444	-1.185002996	0.086702446	-0.480210806	0.146979577	0.76231947	0.104301262	-0.666836736	0.235695649	-0.915611607	0.155846523
AT1G03710	0.364888305	0.262356016	0.031498919	0.983806391	-0.124340088	0.538121486	0.172597888	0.44951121	-0.116466562	0.509742051	-0.085226555	0.743642054	-0.080541089	0.847489645
AT1G03720	0.056315193	0.969589908	-0.007331492	0.997089236	-0.139805191	0.781614003	0.122009183	0.690405628	-0.089346203	0.80396313	0.236764731	0.457018555	0.013491614	0.984997427
AT1G03730	0.645345441	0.16734563	0.233330578	0.833765089	0.028598175	0.954975707	0.168042412	0.471435877	0.032427751	0.909492111	0.023019387	0.945664708	0.135929816	0.728916517
AT1G03740	0.250278917	0.787537506	0.43122424	0.7551518	-0.153789132	0.719682166	-0.11707049	0.74434545	-0.33719191	0.208088147	-0.65868759	0.024981994	-0.71721224	0.083165661
AT1G03750	0.121085886	0.880083741	0.047609917	0.99089996	0.009502319	0.986625768	0.235636235	0.389790495	0.111876242	0.735041737	0.210692131	0.586538866	0.27617116	0.725525518
AT1G03760	-0.329994186	0.651900241	-0.153510696	0.941012622	0.214701516	0.633995282	0.429305515	0.188953426	0.250651942	0.339304962	0.131808325	0.844601347	-0.327362738	0.617975376
AT1G03770	0.16551823	0.870594806	0.18055472	0.966727136	0.248639965	0.525769689	0.316456512	0.448004481	0.263453262	0.290786243	0.253168906	0.583751158	0.336718885	0.795714984
AT1G03780	-0.001617942	0.998789735	0.346145068	0.735809034	-0.00076398	0.999643194	0.63406322	0.070846444	1.003434454	0.00088667	0.420830519	0.227487466	0.500534727	0.287905742
AT1G03790	0.117021447	0.840938081	0.138644203	0.843819278	0.016791936	0.971749635	-0.012610535	0.968166879	-0.305907569	0.101710904	-0.061537317	0.811082716	0.528321608	0.260368579
AT1G03820	0.111938519	0.962567956	0.648363726	0.900573511	1.850745741	0.23537821	2.31761689	0.028896909	1.415692781	0.003548759	1.41781577	0.011040765	-0.121869725	0.873542186
AT1G03830	-0.212898722	0.80435433	-0.23553762	0.928930699	0.10639441	0.838486906	0.256821199	0.397026393	0.205429255	0.452130179	-0.0961309	0.752904503	0.202219649	0.739139736
AT1G03840	-0.166981128	0.876049219	-0.4617697	0.450348595	-0.403107878	0.583336545	-1.111647781	0.002926545	-0.97573408	0.002779242	-0.329662522	0.21075258	-0.105351184	0.87447855
AT1G03850	0.310177892	0.918048222	-0.887987785	0.219768824	-1.274169393	0.067993537	0.249030809	0.497751423	-0.228418448	0.462823438	-0.767537614	0.006536914	-0.539666675	0.237608656
AT1G03860	-0.086437715	0.892934454	-0.002038534	0.998962201	0.074305272	0.859978364	0.087247617	0.713625052	-0.138591891	0.534396093	-0.299423508	0.078527551	-0.362794075	0.316832464
AT1G03870	-0.797341423	0.176955944	-0.425156871	0.883777022	-2.177164963	0.042566578	-2.056036332	5.96E-05	-2.317190608	1.83E-05	-1.824450991	0.00212471	-1.661927726	0.040663272
