gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT2G46680,160.76,SRR401420,receptacle,TPM
AT2G46680,158.05,SRR401419,receptacle,TPM
AT2G46680,156.72,SRR401414,receptacle,TPM
AT2G46680,155.86,SRR401416,receptacle,TPM
AT2G46680,152.59,SRR401421,receptacle,TPM
AT2G46680,149.16,SRR401418,receptacle,TPM
AT2G46680,148.45,SRR401417,receptacle,TPM
AT2G46680,146.51,SRR401413,receptacle,TPM
AT2G46680,145.16,SRR401415,receptacle,TPM
AT2G46680,132.38,SRR314814,root,TPM
AT2G46680,102.73,ERR274309,root,TPM
AT2G46680,101.56,SRR653562,light-grown seedling,TPM
AT2G46680,86.34,SRR653563,light-grown seedling,TPM
AT2G46680,79.57,SRR1046909,root,TPM
AT2G46680,76.76,SRR493237,dark-grown seedling,TPM
AT2G46680,76.23,SRR653561,light-grown seedling,TPM
AT2G46680,73.01,SRR493238,dark-grown seedling,TPM
AT2G46680,72.54,SRR1046910,root,TPM
AT2G46680,70.3,SRR1049784,dark-grown seedling,TPM
AT2G46680,62.67,SRR942022,leaf,TPM
AT2G46680,58.45,SRR446486,leaf,TPM
AT2G46680,55.77,SRR446484,leaf,TPM
AT2G46680,55.02,SRR314815,stage 12 inflorescence,TPM
AT2G46680,46.98,SRR547531,aerial,TPM
AT2G46680,42.31,SRR1524938,root,TPM
AT2G46680,40.02,SRR1524935,root,TPM
AT2G46680,37.86,SRR346553,light-grown seedling,TPM
AT2G46680,37.75,SRR446039,leaf,TPM
AT2G46680,35.52,SRR1524940,root,TPM
AT2G46680,34.58,SRR764885,leaf,TPM
AT2G46680,32.69,SRR584115,light-grown seedling,TPM
AT2G46680,31.25,SRR584129,light-grown seedling,TPM
AT2G46680,30.36,SRR653570,light-grown seedling,TPM
AT2G46680,30.15,SRR653565,light-grown seedling,TPM
AT2G46680,29.81,SRR800754,stage 12 inflorescence,TPM
AT2G46680,29.37,SRR653556,light-grown seedling,TPM
AT2G46680,29.12,SRR493101,leaf,TPM
AT2G46680,27.35,SRR653566,light-grown seedling,TPM
AT2G46680,26.67,SRR800753,stage 12 inflorescence,TPM
AT2G46680,26.5,SRR653564,light-grown seedling,TPM
AT2G46680,26.29,ERR274310,aerial,TPM
AT2G46680,25.38,SRR653555,light-grown seedling,TPM
AT2G46680,24.71,SRR584121,light-grown seedling,TPM
AT2G46680,22.58,SRR653572,light-grown seedling,TPM
AT2G46680,22.51,SRR653571,light-grown seedling,TPM
AT2G46680,22.13,SRR653569,light-grown seedling,TPM
AT2G46680,21.92,SRR446027,leaf,TPM
AT2G46680,21.17,SRR847505,aerial,TPM
AT2G46680,21.1,SRR584134,light-grown seedling,TPM
AT2G46680,20.9,SRR653557,light-grown seedling,TPM
AT2G46680,20.28,SRR653567,light-grown seedling,TPM
AT2G46680,19.78,SRR345561,light-grown seedling,TPM
AT2G46680,19.33,SRR847506,aerial,TPM
AT2G46680,19.16,SRR477076,dark-grown seedling,TPM
AT2G46680,18.89,SRR477075,dark-grown seedling,TPM
AT2G46680,18.55,SRR653568,light-grown seedling,TPM
AT2G46680,17.09,SRR493098,leaf,TPM
AT2G46680,16.56,SRR493097,leaf,TPM
AT2G46680,16.21,SRR515074,light-grown seedling,TPM
AT2G46680,14.97,SRR446033,leaf,TPM
AT2G46680,14.32,SRR446028,leaf,TPM
AT2G46680,13.8,SRR653576,light-grown seedling,TPM
AT2G46680,13.18,SRR314813,leaf,TPM
AT2G46680,13.0,SRR924656,leaf,TPM
AT2G46680,12.87,SRR515073,light-grown seedling,TPM
AT2G46680,12.75,SRR1019221,light-grown seedling,TPM
AT2G46680,12.71,SRR847503,aerial,TPM
AT2G46680,12.64,SRR653578,light-grown seedling,TPM
AT2G46680,12.6,SRR653577,light-grown seedling,TPM
AT2G46680,12.56,SRR446040,leaf,TPM
AT2G46680,12.41,SRR346552,light-grown seedling,TPM
AT2G46680,12.33,SRR446485,leaf,TPM
AT2G46680,12.31,SRR446034,leaf,TPM
AT2G46680,11.4,SRR1019437,dark-grown seedling,TPM
AT2G46680,11.34,SRR1207195,carpel,TPM
AT2G46680,11.3,SRR1207194,carpel,TPM
AT2G46680,11.22,SRR1001909,light-grown seedling,TPM
AT2G46680,11.13,SRR653574,light-grown seedling,TPM
AT2G46680,10.52,SRR847504,aerial,TPM
AT2G46680,10.35,SRR1001910,light-grown seedling,TPM
AT2G46680,10.27,SRR548277,aerial,TPM
AT2G46680,10.13,SRR446487,leaf,TPM
AT2G46680,10.09,SRR653575,light-grown seedling,TPM
AT2G46680,9.75,SRR653573,light-grown seedling,TPM
AT2G46680,8.98,SRR934391,leaf,TPM
AT2G46680,7.79,SRR1159827,leaf,TPM
AT2G46680,7.55,SRR1260033,root apical meristem,TPM
AT2G46680,7.42,SRR797230,light-grown seedling,TPM
AT2G46680,7.25,SRR833246,light-grown seedling,TPM
AT2G46680,7.08,SRR1019436,dark-grown seedling,TPM
AT2G46680,6.32,SRR394082,light-grown seedling,TPM
AT2G46680,5.27,SRR504181,light-grown seedling,TPM
AT2G46680,5.1,SRR1159821,leaf,TPM
AT2G46680,5.05,SRR504179,light-grown seedling,TPM
AT2G46680,4.88,SRR949965,shoot apical meristem,TPM
AT2G46680,4.86,SRR949956,shoot apical meristem,TPM
AT2G46680,4.84,SRR345562,light-grown seedling,TPM
AT2G46680,4.83,SRR1105823,leaf,TPM
AT2G46680,4.57,SRR949988,shoot apical meristem,TPM
AT2G46680,4.42,SRR504180,light-grown seedling,TPM
AT2G46680,4.36,SRR1105822,leaf,TPM
AT2G46680,3.95,SRR949989,shoot apical meristem,TPM
AT2G46680,3.51,SRR797194,light-grown seedling,TPM
AT2G46680,2.8,SRR1159837,leaf,TPM
AT2G46680,2.49,SRR1261509,root apical meristem,TPM
AT2G46680,2.28,SRR1260032,root apical meristem,TPM
AT2G46680,2.22,SRR493036,leaf,TPM
AT2G46680,0.64,SRR070571,light-grown seedling,TPM
AT2G46680,0.61,SRR070570,light-grown seedling,TPM
AT2G46680,0.29,SRR527165,light-grown seedling,TPM
AT2G46680,0.28,SRR527164,light-grown seedling,TPM
AT2G46680,0.09,SRR847501,pollen,TPM
AT2G46680,0.09,SRR847502,pollen,TPM
