gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT1G80840,9.79,SRR401415,receptacle,TPM
AT1G80840,9.49,SRR401414,receptacle,TPM
AT1G80840,9.13,SRR446485,leaf,TPM
AT1G80840,8.77,SRR1019221,light-grown seedling,TPM
AT1G80840,8.21,SRR1260033,root apical meristem,TPM
AT1G80840,7.95,SRR314815,stage 12 inflorescence,TPM
AT1G80840,7.95,SRR924656,leaf,TPM
AT1G80840,7.82,SRR477076,dark-grown seedling,TPM
AT1G80840,7.78,SRR477075,dark-grown seedling,TPM
AT1G80840,6.76,SRR584121,light-grown seedling,TPM
AT1G80840,6.54,SRR800754,stage 12 inflorescence,TPM
AT1G80840,5.93,SRR493238,dark-grown seedling,TPM
AT1G80840,5.86,SRR401421,receptacle,TPM
AT1G80840,5.44,SRR504180,light-grown seedling,TPM
AT1G80840,5.38,SRR401419,receptacle,TPM
AT1G80840,4.93,SRR401418,receptacle,TPM
AT1G80840,4.87,SRR401417,receptacle,TPM
AT1G80840,4.79,SRR401416,receptacle,TPM
AT1G80840,4.64,SRR515074,light-grown seedling,TPM
AT1G80840,4.51,SRR401420,receptacle,TPM
AT1G80840,4.04,SRR653573,light-grown seedling,TPM
AT1G80840,3.72,SRR653576,light-grown seedling,TPM
AT1G80840,3.53,SRR504179,light-grown seedling,TPM
AT1G80840,3.53,SRR548277,aerial,TPM
AT1G80840,3.31,SRR847503,aerial,TPM
AT1G80840,3.1,SRR653578,light-grown seedling,TPM
AT1G80840,2.96,SRR653577,light-grown seedling,TPM
AT1G80840,2.86,SRR764885,leaf,TPM
AT1G80840,2.83,SRR653575,light-grown seedling,TPM
AT1G80840,2.81,SRR653557,light-grown seedling,TPM
AT1G80840,2.7,SRR1001910,light-grown seedling,TPM
AT1G80840,2.69,SRR653556,light-grown seedling,TPM
AT1G80840,2.52,SRR847504,aerial,TPM
AT1G80840,2.33,SRR1046910,root,TPM
AT1G80840,2.3,SRR1260032,root apical meristem,TPM
AT1G80840,2.25,SRR1001909,light-grown seedling,TPM
AT1G80840,2.17,SRR653572,light-grown seedling,TPM
AT1G80840,2.1,SRR800753,stage 12 inflorescence,TPM
AT1G80840,2.07,SRR949988,shoot apical meristem,TPM
AT1G80840,1.82,SRR653555,light-grown seedling,TPM
AT1G80840,1.81,SRR653574,light-grown seedling,TPM
AT1G80840,1.8,SRR515073,light-grown seedling,TPM
AT1G80840,1.65,SRR653565,light-grown seedling,TPM
AT1G80840,1.6,SRR653570,light-grown seedling,TPM
AT1G80840,1.6,SRR949956,shoot apical meristem,TPM
AT1G80840,1.54,SRR653563,light-grown seedling,TPM
AT1G80840,1.51,SRR1046909,root,TPM
AT1G80840,1.48,SRR345561,light-grown seedling,TPM
AT1G80840,1.39,SRR314814,root,TPM
AT1G80840,1.21,SRR1105823,leaf,TPM
AT1G80840,1.17,SRR653568,light-grown seedling,TPM
AT1G80840,1.12,SRR1105822,leaf,TPM
AT1G80840,1.08,SRR653564,light-grown seedling,TPM
AT1G80840,1.08,SRR653571,light-grown seedling,TPM
AT1G80840,0.93,SRR653561,light-grown seedling,TPM
AT1G80840,0.89,SRR653569,light-grown seedling,TPM
AT1G80840,0.88,SRR653567,light-grown seedling,TPM
AT1G80840,0.86,SRR345562,light-grown seedling,TPM
AT1G80840,0.77,SRR949965,shoot apical meristem,TPM
AT1G80840,0.65,SRR949989,shoot apical meristem,TPM
AT1G80840,0.62,SRR653566,light-grown seedling,TPM
AT1G80840,0.59,SRR653562,light-grown seedling,TPM
AT1G80840,0.55,SRR070571,light-grown seedling,TPM
AT1G80840,0.54,SRR070570,light-grown seedling,TPM
AT1G80840,0.14,SRR527165,light-grown seedling,TPM
AT1G80840,0.08,SRR527164,light-grown seedling,TPM
AT1G80840,0.0,SRR847501,pollen,TPM
AT1G80840,0.0,SRR847502,pollen,TPM
