gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT5G54230,37.86,SRR1524940,root,TPM
AT5G54230,36.75,SRR401416,receptacle,TPM
AT5G54230,36.08,SRR401418,receptacle,TPM
AT5G54230,34.97,SRR401417,receptacle,TPM
AT5G54230,34.69,SRR1524938,root,TPM
AT5G54230,31.23,SRR1524935,root,TPM
AT5G54230,29.94,SRR401415,receptacle,TPM
AT5G54230,29.91,SRR401413,receptacle,TPM
AT5G54230,29.83,SRR401419,receptacle,TPM
AT5G54230,29.49,SRR401414,receptacle,TPM
AT5G54230,28.98,SRR401421,receptacle,TPM
AT5G54230,28.29,SRR401420,receptacle,TPM
AT5G54230,11.7,ERR274309,root,TPM
AT5G54230,11.03,SRR653562,light-grown seedling,TPM
AT5G54230,10.99,SRR1046910,root,TPM
AT5G54230,10.96,SRR1046909,root,TPM
AT5G54230,10.57,SRR493238,dark-grown seedling,TPM
AT5G54230,9.75,SRR653563,light-grown seedling,TPM
AT5G54230,9.47,SRR493237,dark-grown seedling,TPM
AT5G54230,8.78,SRR1019221,light-grown seedling,TPM
AT5G54230,8.56,SRR653578,light-grown seedling,TPM
AT5G54230,8.23,SRR314814,root,TPM
AT5G54230,8.14,SRR653561,light-grown seedling,TPM
AT5G54230,7.78,SRR1049784,dark-grown seedling,TPM
AT5G54230,7.74,SRR653576,light-grown seedling,TPM
AT5G54230,6.64,SRR653577,light-grown seedling,TPM
AT5G54230,6.37,SRR1019437,dark-grown seedling,TPM
AT5G54230,5.68,SRR1260033,root apical meristem,TPM
AT5G54230,5.64,SRR1260032,root apical meristem,TPM
AT5G54230,5.31,SRR1019436,dark-grown seedling,TPM
AT5G54230,4.95,SRR653566,light-grown seedling,TPM
AT5G54230,4.85,SRR653555,light-grown seedling,TPM
AT5G54230,4.57,SRR653557,light-grown seedling,TPM
AT5G54230,4.49,SRR584129,light-grown seedling,TPM
AT5G54230,4.24,SRR653574,light-grown seedling,TPM
AT5G54230,3.89,SRR584115,light-grown seedling,TPM
AT5G54230,3.84,SRR653575,light-grown seedling,TPM
AT5G54230,3.8,SRR653556,light-grown seedling,TPM
AT5G54230,3.71,SRR653571,light-grown seedling,TPM
AT5G54230,3.69,SRR515074,light-grown seedling,TPM
AT5G54230,3.63,SRR653565,light-grown seedling,TPM
AT5G54230,3.63,SRR653573,light-grown seedling,TPM
AT5G54230,3.38,SRR477075,dark-grown seedling,TPM
AT5G54230,3.37,SRR477076,dark-grown seedling,TPM
AT5G54230,3.32,SRR653570,light-grown seedling,TPM
AT5G54230,2.89,SRR653568,light-grown seedling,TPM
AT5G54230,2.7,SRR653572,light-grown seedling,TPM
AT5G54230,2.62,SRR653564,light-grown seedling,TPM
AT5G54230,2.2,SRR584134,light-grown seedling,TPM
AT5G54230,2.04,SRR653567,light-grown seedling,TPM
AT5G54230,1.81,SRR653569,light-grown seedling,TPM
AT5G54230,1.75,SRR1001909,light-grown seedling,TPM
AT5G54230,1.29,SRR1261509,root apical meristem,TPM
AT5G54230,1.21,SRR584121,light-grown seedling,TPM
AT5G54230,1.16,SRR345561,light-grown seedling,TPM
AT5G54230,1.13,SRR1001910,light-grown seedling,TPM
AT5G54230,1.01,SRR547531,aerial,TPM
AT5G54230,1.0,SRR942022,leaf,TPM
AT5G54230,0.92,SRR797230,light-grown seedling,TPM
AT5G54230,0.89,SRR070571,light-grown seedling,TPM
AT5G54230,0.82,SRR345562,light-grown seedling,TPM
AT5G54230,0.8,SRR833246,light-grown seedling,TPM
AT5G54230,0.72,SRR070570,light-grown seedling,TPM
AT5G54230,0.61,SRR548277,aerial,TPM
AT5G54230,0.55,SRR446485,leaf,TPM
AT5G54230,0.55,SRR764885,leaf,TPM
AT5G54230,0.52,SRR504179,light-grown seedling,TPM
AT5G54230,0.48,SRR346552,light-grown seedling,TPM
AT5G54230,0.46,SRR346553,light-grown seedling,TPM
AT5G54230,0.4,SRR800753,stage 12 inflorescence,TPM
AT5G54230,0.4,SRR847505,aerial,TPM
AT5G54230,0.32,SRR446487,leaf,TPM
AT5G54230,0.31,ERR274310,aerial,TPM
AT5G54230,0.3,SRR394082,light-grown seedling,TPM
AT5G54230,0.28,SRR504181,light-grown seedling,TPM
AT5G54230,0.25,SRR797194,light-grown seedling,TPM
AT5G54230,0.24,SRR949965,shoot apical meristem,TPM
AT5G54230,0.22,SRR847506,aerial,TPM
AT5G54230,0.19,SRR515073,light-grown seedling,TPM
AT5G54230,0.18,SRR504180,light-grown seedling,TPM
AT5G54230,0.17,SRR1159837,leaf,TPM
AT5G54230,0.11,SRR1105822,leaf,TPM
AT5G54230,0.11,SRR1105823,leaf,TPM
AT5G54230,0.1,SRR314813,leaf,TPM
AT5G54230,0.09,SRR847503,aerial,TPM
AT5G54230,0.07,SRR446486,leaf,TPM
AT5G54230,0.05,SRR847504,aerial,TPM
AT5G54230,0.03,SRR446034,leaf,TPM
AT5G54230,0.03,SRR446484,leaf,TPM
AT5G54230,0.02,SRR924656,leaf,TPM
AT5G54230,0.0,SRR1159821,leaf,TPM
AT5G54230,0.0,SRR1159827,leaf,TPM
AT5G54230,0.0,SRR1207194,carpel,TPM
AT5G54230,0.0,SRR1207195,carpel,TPM
AT5G54230,0.0,SRR314815,stage 12 inflorescence,TPM
AT5G54230,0.0,SRR446027,leaf,TPM
AT5G54230,0.0,SRR446028,leaf,TPM
AT5G54230,0.0,SRR446033,leaf,TPM
AT5G54230,0.0,SRR446039,leaf,TPM
AT5G54230,0.0,SRR446040,leaf,TPM
AT5G54230,0.0,SRR493036,leaf,TPM
AT5G54230,0.0,SRR493097,leaf,TPM
AT5G54230,0.0,SRR493098,leaf,TPM
AT5G54230,0.0,SRR493101,leaf,TPM
AT5G54230,0.0,SRR527164,light-grown seedling,TPM
AT5G54230,0.0,SRR527165,light-grown seedling,TPM
AT5G54230,0.0,SRR800754,stage 12 inflorescence,TPM
AT5G54230,0.0,SRR847501,pollen,TPM
AT5G54230,0.0,SRR847502,pollen,TPM
AT5G54230,0.0,SRR934391,leaf,TPM
AT5G54230,0.0,SRR949956,shoot apical meristem,TPM
AT5G54230,0.0,SRR949988,shoot apical meristem,TPM
AT5G54230,0.0,SRR949989,shoot apical meristem,TPM
