gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT3G04070,158.63,SRR401417,receptacle,TPM
AT3G04070,157.8,SRR401416,receptacle,TPM
AT3G04070,156.53,SRR401413,receptacle,TPM
AT3G04070,155.08,SRR401418,receptacle,TPM
AT3G04070,152.62,SRR401415,receptacle,TPM
AT3G04070,150.74,SRR401414,receptacle,TPM
AT3G04070,148.53,SRR401419,receptacle,TPM
AT3G04070,148.19,SRR401421,receptacle,TPM
AT3G04070,146.67,SRR401420,receptacle,TPM
AT3G04070,81.77,ERR274309,root,TPM
AT3G04070,38.08,SRR1049784,dark-grown seedling,TPM
AT3G04070,35.95,SRR1019437,dark-grown seedling,TPM
AT3G04070,34.56,SRR314814,root,TPM
AT3G04070,32.81,SRR1019436,dark-grown seedling,TPM
AT3G04070,30.79,SRR1046910,root,TPM
AT3G04070,29.63,SRR477075,dark-grown seedling,TPM
AT3G04070,29.5,SRR833246,light-grown seedling,TPM
AT3G04070,28.32,SRR797230,light-grown seedling,TPM
AT3G04070,27.6,SRR1046909,root,TPM
AT3G04070,25.95,SRR477076,dark-grown seedling,TPM
AT3G04070,23.22,SRR1261509,root apical meristem,TPM
AT3G04070,22.75,SRR1524940,root,TPM
AT3G04070,19.59,SRR1524935,root,TPM
AT3G04070,18.34,SRR1524938,root,TPM
AT3G04070,16.37,SRR446039,leaf,TPM
AT3G04070,16.32,SRR584134,light-grown seedling,TPM
AT3G04070,16.15,SRR942022,leaf,TPM
AT3G04070,15.75,SRR493238,dark-grown seedling,TPM
AT3G04070,14.43,SRR493237,dark-grown seedling,TPM
AT3G04070,12.39,SRR584129,light-grown seedling,TPM
AT3G04070,11.82,SRR797194,light-grown seedling,TPM
AT3G04070,11.57,SRR314815,stage 12 inflorescence,TPM
AT3G04070,11.24,SRR584115,light-grown seedling,TPM
AT3G04070,10.21,SRR764885,leaf,TPM
AT3G04070,9.32,SRR446034,leaf,TPM
AT3G04070,8.2,SRR346553,light-grown seedling,TPM
AT3G04070,8.14,SRR800754,stage 12 inflorescence,TPM
AT3G04070,7.2,SRR515074,light-grown seedling,TPM
AT3G04070,7.03,SRR653577,light-grown seedling,TPM
AT3G04070,6.83,SRR653565,light-grown seedling,TPM
AT3G04070,6.43,SRR446484,leaf,TPM
AT3G04070,6.3,ERR274310,aerial,TPM
AT3G04070,6.08,SRR653578,light-grown seedling,TPM
AT3G04070,5.95,SRR653569,light-grown seedling,TPM
AT3G04070,5.34,SRR584121,light-grown seedling,TPM
AT3G04070,5.25,SRR653568,light-grown seedling,TPM
AT3G04070,5.18,SRR653563,light-grown seedling,TPM
AT3G04070,4.88,SRR446033,leaf,TPM
AT3G04070,4.68,SRR800753,stage 12 inflorescence,TPM
AT3G04070,4.65,SRR653570,light-grown seedling,TPM
AT3G04070,4.21,SRR446486,leaf,TPM
AT3G04070,4.19,SRR653574,light-grown seedling,TPM
AT3G04070,4.18,SRR653572,light-grown seedling,TPM
AT3G04070,4.18,SRR653576,light-grown seedling,TPM
AT3G04070,4.02,SRR1019221,light-grown seedling,TPM
AT3G04070,3.97,SRR653567,light-grown seedling,TPM
AT3G04070,3.95,SRR934391,leaf,TPM
AT3G04070,3.81,SRR653575,light-grown seedling,TPM
AT3G04070,3.75,SRR653571,light-grown seedling,TPM
AT3G04070,3.62,SRR653573,light-grown seedling,TPM
AT3G04070,3.59,SRR1001909,light-grown seedling,TPM
AT3G04070,3.51,SRR515073,light-grown seedling,TPM
AT3G04070,3.47,SRR1001910,light-grown seedling,TPM
AT3G04070,3.33,SRR653566,light-grown seedling,TPM
AT3G04070,3.14,SRR653557,light-grown seedling,TPM
AT3G04070,3.02,SRR653564,light-grown seedling,TPM
AT3G04070,2.75,SRR653562,light-grown seedling,TPM
AT3G04070,2.57,SRR345561,light-grown seedling,TPM
AT3G04070,2.56,SRR653555,light-grown seedling,TPM
AT3G04070,2.43,SRR446040,leaf,TPM
AT3G04070,2.4,SRR653561,light-grown seedling,TPM
AT3G04070,2.37,SRR446485,leaf,TPM
AT3G04070,2.3,SRR547531,aerial,TPM
AT3G04070,2.21,SRR653556,light-grown seedling,TPM
AT3G04070,2.15,SRR446028,leaf,TPM
AT3G04070,2.03,SRR504180,light-grown seedling,TPM
AT3G04070,1.98,SRR394082,light-grown seedling,TPM
AT3G04070,1.94,SRR493097,leaf,TPM
AT3G04070,1.89,SRR345562,light-grown seedling,TPM
AT3G04070,1.82,SRR924656,leaf,TPM
AT3G04070,1.79,SRR949956,shoot apical meristem,TPM
AT3G04070,1.64,SRR446487,leaf,TPM
AT3G04070,1.58,SRR346552,light-grown seedling,TPM
AT3G04070,1.53,SRR847506,aerial,TPM
AT3G04070,1.47,SRR504181,light-grown seedling,TPM
AT3G04070,1.44,SRR314813,leaf,TPM
AT3G04070,1.38,SRR949989,shoot apical meristem,TPM
AT3G04070,1.37,SRR1260033,root apical meristem,TPM
AT3G04070,1.19,SRR1260032,root apical meristem,TPM
AT3G04070,1.18,SRR1159827,leaf,TPM
AT3G04070,1.12,SRR847505,aerial,TPM
AT3G04070,1.07,SRR504179,light-grown seedling,TPM
AT3G04070,0.93,SRR446027,leaf,TPM
AT3G04070,0.72,SRR493036,leaf,TPM
AT3G04070,0.7,SRR847504,aerial,TPM
AT3G04070,0.64,SRR1105822,leaf,TPM
AT3G04070,0.62,SRR1159821,leaf,TPM
AT3G04070,0.52,SRR1105823,leaf,TPM
AT3G04070,0.4,SRR847503,aerial,TPM
AT3G04070,0.28,SRR949965,shoot apical meristem,TPM
AT3G04070,0.26,SRR070570,light-grown seedling,TPM
AT3G04070,0.26,SRR493101,leaf,TPM
AT3G04070,0.23,SRR1207195,carpel,TPM
AT3G04070,0.18,SRR070571,light-grown seedling,TPM
AT3G04070,0.17,SRR548277,aerial,TPM
AT3G04070,0.13,SRR527165,light-grown seedling,TPM
AT3G04070,0.12,SRR493098,leaf,TPM
AT3G04070,0.1,SRR527164,light-grown seedling,TPM
AT3G04070,0.09,SRR1207194,carpel,TPM
AT3G04070,0.07,SRR847501,pollen,TPM
AT3G04070,0.0,SRR1159837,leaf,TPM
AT3G04070,0.0,SRR847502,pollen,TPM
AT3G04070,0.0,SRR949988,shoot apical meristem,TPM
