gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT5G67300,28.41,SRR847504,aerial,TPM
AT5G67300,28.03,SRR653576,light-grown seedling,TPM
AT5G67300,27.55,SRR949988,shoot apical meristem,TPM
AT5G67300,27.49,SRR653557,light-grown seedling,TPM
AT5G67300,27.15,SRR949956,shoot apical meristem,TPM
AT5G67300,26.46,SRR446487,leaf,TPM
AT5G67300,26.27,SRR949965,shoot apical meristem,TPM
AT5G67300,25.79,SRR1105823,leaf,TPM
AT5G67300,24.57,SRR653555,light-grown seedling,TPM
AT5G67300,23.96,SRR653568,light-grown seedling,TPM
AT5G67300,23.64,SRR1105822,leaf,TPM
AT5G67300,23.28,SRR584121,light-grown seedling,TPM
AT5G67300,22.92,SRR653569,light-grown seedling,TPM
AT5G67300,22.2,SRR653563,light-grown seedling,TPM
AT5G67300,22.19,SRR345562,light-grown seedling,TPM
AT5G67300,21.53,SRR653571,light-grown seedling,TPM
AT5G67300,20.81,SRR653561,light-grown seedling,TPM
AT5G67300,20.77,SRR653572,light-grown seedling,TPM
AT5G67300,20.55,SRR653566,light-grown seedling,TPM
AT5G67300,20.31,SRR653562,light-grown seedling,TPM
AT5G67300,19.64,SRR653570,light-grown seedling,TPM
AT5G67300,19.22,SRR653567,light-grown seedling,TPM
AT5G67300,18.82,SRR653565,light-grown seedling,TPM
AT5G67300,17.45,SRR504181,light-grown seedling,TPM
AT5G67300,15.86,SRR653564,light-grown seedling,TPM
AT5G67300,12.09,SRR345561,light-grown seedling,TPM
AT5G67300,10.87,SRR504179,light-grown seedling,TPM
AT5G67300,10.03,SRR070570,light-grown seedling,TPM
AT5G67300,9.13,SRR070571,light-grown seedling,TPM
AT5G67300,7.75,SRR504180,light-grown seedling,TPM
AT5G67300,2.78,SRR527164,light-grown seedling,TPM
AT5G67300,2.48,SRR527165,light-grown seedling,TPM
AT5G67300,0.09,SRR847502,pollen,TPM
AT5G67300,0.05,SRR847501,pollen,TPM
