gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT4G31800,542.67,SRR1159837,leaf,TPM
AT4G31800,304.71,SRR446027,leaf,TPM
AT4G31800,252.78,SRR797230,light-grown seedling,TPM
AT4G31800,188.21,SRR584134,light-grown seedling,TPM
AT4G31800,184.14,SRR446028,leaf,TPM
AT4G31800,183.92,SRR446034,leaf,TPM
AT4G31800,183.25,SRR833246,light-grown seedling,TPM
AT4G31800,139.32,ERR274310,aerial,TPM
AT4G31800,131.49,SRR446039,leaf,TPM
AT4G31800,130.74,SRR797194,light-grown seedling,TPM
AT4G31800,117.32,SRR446033,leaf,TPM
AT4G31800,116.63,SRR1207195,carpel,TPM
AT4G31800,114.7,SRR493036,leaf,TPM
AT4G31800,97.59,SRR493097,leaf,TPM
AT4G31800,80.54,SRR1159827,leaf,TPM
AT4G31800,76.57,SRR1524940,root,TPM
AT4G31800,75.24,SRR401413,receptacle,TPM
AT4G31800,73.24,ERR274309,root,TPM
AT4G31800,71.97,SRR401415,receptacle,TPM
AT4G31800,70.3,SRR446040,leaf,TPM
AT4G31800,69.17,SRR401414,receptacle,TPM
AT4G31800,56.02,SRR346553,light-grown seedling,TPM
AT4G31800,55.12,SRR1524938,root,TPM
AT4G31800,53.11,SRR394082,light-grown seedling,TPM
AT4G31800,52.79,SRR1207194,carpel,TPM
AT4G31800,51.31,SRR584115,light-grown seedling,TPM
AT4G31800,51.06,SRR346552,light-grown seedling,TPM
AT4G31800,46.95,SRR504181,light-grown seedling,TPM
AT4G31800,46.45,SRR942022,leaf,TPM
AT4G31800,44.36,SRR493101,leaf,TPM
AT4G31800,43.51,SRR1524935,root,TPM
AT4G31800,42.59,SRR493098,leaf,TPM
AT4G31800,40.72,SRR504179,light-grown seedling,TPM
AT4G31800,38.9,SRR401419,receptacle,TPM
AT4G31800,37.81,SRR401420,receptacle,TPM
AT4G31800,37.09,SRR401421,receptacle,TPM
AT4G31800,34.5,SRR401418,receptacle,TPM
AT4G31800,33.89,SRR584129,light-grown seedling,TPM
AT4G31800,33.58,SRR547531,aerial,TPM
AT4G31800,32.23,SRR1159821,leaf,TPM
AT4G31800,31.7,SRR446486,leaf,TPM
AT4G31800,31.52,SRR401416,receptacle,TPM
AT4G31800,31.23,SRR401417,receptacle,TPM
AT4G31800,28.29,SRR446484,leaf,TPM
AT4G31800,26.11,SRR314815,stage 12 inflorescence,TPM
AT4G31800,25.27,SRR1019221,light-grown seedling,TPM
AT4G31800,22.21,SRR504180,light-grown seedling,TPM
AT4G31800,21.33,SRR314813,leaf,TPM
AT4G31800,19.38,SRR1049784,dark-grown seedling,TPM
AT4G31800,18.42,SRR934391,leaf,TPM
AT4G31800,18.06,SRR764885,leaf,TPM
AT4G31800,17.33,SRR1019436,dark-grown seedling,TPM
AT4G31800,17.22,SRR1019437,dark-grown seedling,TPM
AT4G31800,16.78,SRR493237,dark-grown seedling,TPM
AT4G31800,16.77,SRR493238,dark-grown seedling,TPM
AT4G31800,16.03,SRR800754,stage 12 inflorescence,TPM
AT4G31800,14.47,SRR477075,dark-grown seedling,TPM
AT4G31800,14.22,SRR446487,leaf,TPM
AT4G31800,14.16,SRR477076,dark-grown seedling,TPM
AT4G31800,13.79,SRR800753,stage 12 inflorescence,TPM
AT4G31800,13.41,SRR847506,aerial,TPM
AT4G31800,13.34,SRR653573,light-grown seedling,TPM
AT4G31800,12.69,SRR847505,aerial,TPM
AT4G31800,12.07,SRR515074,light-grown seedling,TPM
AT4G31800,10.49,SRR584121,light-grown seedling,TPM
AT4G31800,10.03,SRR949989,shoot apical meristem,TPM
AT4G31800,10.02,SRR446485,leaf,TPM
AT4G31800,9.84,SRR1261509,root apical meristem,TPM
AT4G31800,9.19,SRR548277,aerial,TPM
AT4G31800,9.16,SRR1001909,light-grown seedling,TPM
AT4G31800,8.96,SRR515073,light-grown seedling,TPM
AT4G31800,8.61,SRR949988,shoot apical meristem,TPM
AT4G31800,7.71,SRR653574,light-grown seedling,TPM
AT4G31800,7.37,SRR314814,root,TPM
AT4G31800,7.16,SRR847503,aerial,TPM
AT4G31800,6.99,SRR847504,aerial,TPM
AT4G31800,6.94,SRR949956,shoot apical meristem,TPM
AT4G31800,6.63,SRR653575,light-grown seedling,TPM
AT4G31800,6.41,SRR924656,leaf,TPM
AT4G31800,5.97,SRR1001910,light-grown seedling,TPM
AT4G31800,5.96,SRR653576,light-grown seedling,TPM
AT4G31800,5.79,SRR653556,light-grown seedling,TPM
AT4G31800,5.77,SRR1046909,root,TPM
AT4G31800,5.77,SRR1105823,leaf,TPM
AT4G31800,5.59,SRR1046910,root,TPM
AT4G31800,5.27,SRR653577,light-grown seedling,TPM
AT4G31800,5.05,SRR653578,light-grown seedling,TPM
AT4G31800,4.88,SRR1105822,leaf,TPM
AT4G31800,4.78,SRR949965,shoot apical meristem,TPM
AT4G31800,4.51,SRR653567,light-grown seedling,TPM
AT4G31800,4.4,SRR653555,light-grown seedling,TPM
AT4G31800,4.32,SRR653568,light-grown seedling,TPM
AT4G31800,4.04,SRR653557,light-grown seedling,TPM
AT4G31800,3.97,SRR653569,light-grown seedling,TPM
AT4G31800,3.83,SRR653571,light-grown seedling,TPM
AT4G31800,3.6,SRR1260033,root apical meristem,TPM
AT4G31800,3.6,SRR653570,light-grown seedling,TPM
AT4G31800,3.27,SRR653572,light-grown seedling,TPM
AT4G31800,3.0,SRR345561,light-grown seedling,TPM
AT4G31800,2.7,SRR653564,light-grown seedling,TPM
AT4G31800,2.65,SRR653565,light-grown seedling,TPM
AT4G31800,2.39,SRR653562,light-grown seedling,TPM
AT4G31800,2.24,SRR653563,light-grown seedling,TPM
AT4G31800,1.74,SRR1260032,root apical meristem,TPM
AT4G31800,1.72,SRR653566,light-grown seedling,TPM
AT4G31800,1.38,SRR653561,light-grown seedling,TPM
AT4G31800,0.8,SRR070570,light-grown seedling,TPM
AT4G31800,0.72,SRR345562,light-grown seedling,TPM
AT4G31800,0.63,SRR527165,light-grown seedling,TPM
AT4G31800,0.52,SRR527164,light-grown seedling,TPM
AT4G31800,0.3,SRR070571,light-grown seedling,TPM
AT4G31800,0.05,SRR847501,pollen,TPM
AT4G31800,0.0,SRR847502,pollen,TPM
