gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT4G16750,15.77,SRR847506,aerial,TPM
AT4G16750,15.48,SRR847505,aerial,TPM
AT4G16750,14.23,SRR847504,aerial,TPM
AT4G16750,13.82,ERR274309,root,TPM
AT4G16750,11.45,SRR847503,aerial,TPM
AT4G16750,10.59,SRR764885,leaf,TPM
AT4G16750,10.42,SRR949988,shoot apical meristem,TPM
AT4G16750,10.13,SRR949989,shoot apical meristem,TPM
AT4G16750,9.3,SRR1049784,dark-grown seedling,TPM
AT4G16750,9.16,SRR653570,light-grown seedling,TPM
AT4G16750,8.89,SRR653565,light-grown seedling,TPM
AT4G16750,8.03,SRR653572,light-grown seedling,TPM
AT4G16750,7.96,SRR477075,dark-grown seedling,TPM
AT4G16750,7.9,SRR949956,shoot apical meristem,TPM
AT4G16750,7.85,SRR942022,leaf,TPM
AT4G16750,7.83,SRR515073,light-grown seedling,TPM
AT4G16750,7.79,SRR653566,light-grown seedling,TPM
AT4G16750,7.75,SRR653569,light-grown seedling,TPM
AT4G16750,7.6,SRR653568,light-grown seedling,TPM
AT4G16750,7.54,SRR346552,light-grown seedling,TPM
AT4G16750,7.54,SRR477076,dark-grown seedling,TPM
AT4G16750,7.5,SRR653562,light-grown seedling,TPM
AT4G16750,7.4,SRR934391,leaf,TPM
AT4G16750,7.23,SRR653555,light-grown seedling,TPM
AT4G16750,7.18,SRR653561,light-grown seedling,TPM
AT4G16750,7.01,SRR653571,light-grown seedling,TPM
AT4G16750,6.95,SRR924656,leaf,TPM
AT4G16750,6.94,SRR493237,dark-grown seedling,TPM
AT4G16750,6.89,SRR653563,light-grown seedling,TPM
AT4G16750,6.8,SRR653567,light-grown seedling,TPM
AT4G16750,6.5,SRR653564,light-grown seedling,TPM
AT4G16750,6.27,SRR493238,dark-grown seedling,TPM
AT4G16750,5.99,SRR346553,light-grown seedling,TPM
AT4G16750,5.9,SRR653556,light-grown seedling,TPM
AT4G16750,5.8,SRR446039,leaf,TPM
AT4G16750,5.66,SRR653557,light-grown seedling,TPM
AT4G16750,5.44,SRR1046909,root,TPM
AT4G16750,5.41,SRR1046910,root,TPM
AT4G16750,5.26,SRR1524935,root,TPM
AT4G16750,5.02,SRR548277,aerial,TPM
AT4G16750,4.98,ERR274310,aerial,TPM
AT4G16750,4.96,SRR653575,light-grown seedling,TPM
AT4G16750,4.94,SRR1159827,leaf,TPM
AT4G16750,4.9,SRR653576,light-grown seedling,TPM
AT4G16750,4.83,SRR1105822,leaf,TPM
AT4G16750,4.77,SRR949965,shoot apical meristem,TPM
AT4G16750,4.72,SRR1019437,dark-grown seedling,TPM
AT4G16750,4.72,SRR1524940,root,TPM
AT4G16750,4.72,SRR653578,light-grown seedling,TPM
AT4G16750,4.64,SRR515074,light-grown seedling,TPM
AT4G16750,4.57,SRR1105823,leaf,TPM
AT4G16750,4.54,SRR653577,light-grown seedling,TPM
AT4G16750,4.47,SRR1524938,root,TPM
AT4G16750,4.46,SRR446485,leaf,TPM
AT4G16750,4.44,SRR314814,root,TPM
AT4G16750,4.16,SRR653574,light-grown seedling,TPM
AT4G16750,4.11,SRR1260033,root apical meristem,TPM
AT4G16750,4.04,SRR493036,leaf,TPM
AT4G16750,3.76,SRR1019436,dark-grown seedling,TPM
AT4G16750,3.47,SRR584129,light-grown seedling,TPM
AT4G16750,3.46,SRR1159821,leaf,TPM
AT4G16750,3.38,SRR1001910,light-grown seedling,TPM
AT4G16750,3.38,SRR653573,light-grown seedling,TPM
AT4G16750,3.35,SRR797230,light-grown seedling,TPM
AT4G16750,3.34,SRR547531,aerial,TPM
AT4G16750,3.34,SRR833246,light-grown seedling,TPM
AT4G16750,3.22,SRR584115,light-grown seedling,TPM
AT4G16750,3.09,SRR446487,leaf,TPM
AT4G16750,2.96,SRR314813,leaf,TPM
AT4G16750,2.96,SRR504180,light-grown seedling,TPM
AT4G16750,2.93,SRR504181,light-grown seedling,TPM
AT4G16750,2.76,SRR584121,light-grown seedling,TPM
AT4G16750,2.57,SRR1260032,root apical meristem,TPM
AT4G16750,2.47,SRR493098,leaf,TPM
AT4G16750,2.44,SRR1159837,leaf,TPM
AT4G16750,2.37,SRR1001909,light-grown seedling,TPM
AT4G16750,2.32,SRR493097,leaf,TPM
AT4G16750,2.19,SRR401419,receptacle,TPM
AT4G16750,2.16,SRR446486,leaf,TPM
AT4G16750,2.05,SRR1019221,light-grown seedling,TPM
AT4G16750,1.95,SRR800754,stage 12 inflorescence,TPM
AT4G16750,1.92,SRR446484,leaf,TPM
AT4G16750,1.82,SRR446033,leaf,TPM
AT4G16750,1.76,SRR401420,receptacle,TPM
AT4G16750,1.73,SRR1207195,carpel,TPM
AT4G16750,1.66,SRR493101,leaf,TPM
AT4G16750,1.63,SRR401414,receptacle,TPM
AT4G16750,1.59,SRR394082,light-grown seedling,TPM
AT4G16750,1.56,SRR800753,stage 12 inflorescence,TPM
AT4G16750,1.54,SRR446028,leaf,TPM
AT4G16750,1.52,SRR401418,receptacle,TPM
AT4G16750,1.52,SRR446034,leaf,TPM
AT4G16750,1.5,SRR401417,receptacle,TPM
AT4G16750,1.48,SRR401421,receptacle,TPM
AT4G16750,1.37,SRR504179,light-grown seedling,TPM
AT4G16750,1.35,SRR584134,light-grown seedling,TPM
AT4G16750,1.3,SRR401413,receptacle,TPM
AT4G16750,1.29,SRR797194,light-grown seedling,TPM
AT4G16750,1.28,SRR1207194,carpel,TPM
AT4G16750,1.13,SRR446040,leaf,TPM
AT4G16750,1.06,SRR401416,receptacle,TPM
AT4G16750,1.04,SRR314815,stage 12 inflorescence,TPM
AT4G16750,0.91,SRR345562,light-grown seedling,TPM
AT4G16750,0.85,SRR401415,receptacle,TPM
AT4G16750,0.81,SRR345561,light-grown seedling,TPM
AT4G16750,0.62,SRR446027,leaf,TPM
AT4G16750,0.59,SRR1261509,root apical meristem,TPM
AT4G16750,0.53,SRR070571,light-grown seedling,TPM
AT4G16750,0.51,SRR070570,light-grown seedling,TPM
AT4G16750,0.0,SRR527164,light-grown seedling,TPM
AT4G16750,0.0,SRR527165,light-grown seedling,TPM
AT4G16750,0.0,SRR847501,pollen,TPM
AT4G16750,0.0,SRR847502,pollen,TPM
