gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT4G32800,8.49,SRR584129,light-grown seedling,TPM
AT4G32800,8.14,SRR1524938,root,TPM
AT4G32800,7.78,SRR548277,aerial,TPM
AT4G32800,7.75,SRR547531,aerial,TPM
AT4G32800,6.82,SRR584115,light-grown seedling,TPM
AT4G32800,6.61,SRR924656,leaf,TPM
AT4G32800,6.46,SRR949956,shoot apical meristem,TPM
AT4G32800,6.22,SRR1207194,carpel,TPM
AT4G32800,5.71,SRR764885,leaf,TPM
AT4G32800,4.59,SRR504181,light-grown seedling,TPM
AT4G32800,4.54,SRR446487,leaf,TPM
AT4G32800,4.49,SRR800753,stage 12 inflorescence,TPM
AT4G32800,4.12,SRR800754,stage 12 inflorescence,TPM
AT4G32800,3.88,SRR446486,leaf,TPM
AT4G32800,3.83,SRR504179,light-grown seedling,TPM
AT4G32800,3.67,SRR314815,stage 12 inflorescence,TPM
AT4G32800,3.59,SRR515073,light-grown seedling,TPM
AT4G32800,3.43,SRR653574,light-grown seedling,TPM
AT4G32800,3.41,SRR446484,leaf,TPM
AT4G32800,3.38,SRR1001909,light-grown seedling,TPM
AT4G32800,3.36,SRR446485,leaf,TPM
AT4G32800,3.16,SRR1019221,light-grown seedling,TPM
AT4G32800,3.16,SRR314813,leaf,TPM
AT4G32800,3.15,SRR1001910,light-grown seedling,TPM
AT4G32800,3.12,SRR653556,light-grown seedling,TPM
AT4G32800,2.86,SRR653573,light-grown seedling,TPM
AT4G32800,2.86,SRR653575,light-grown seedling,TPM
AT4G32800,2.54,SRR653555,light-grown seedling,TPM
AT4G32800,2.5,SRR653557,light-grown seedling,TPM
AT4G32800,2.36,SRR584121,light-grown seedling,TPM
AT4G32800,2.2,SRR1046910,root,TPM
AT4G32800,2.02,SRR1019436,dark-grown seedling,TPM
AT4G32800,1.96,SRR653578,light-grown seedling,TPM
AT4G32800,1.85,SRR653571,light-grown seedling,TPM
AT4G32800,1.8,SRR1019437,dark-grown seedling,TPM
AT4G32800,1.62,SRR515074,light-grown seedling,TPM
AT4G32800,1.62,SRR653572,light-grown seedling,TPM
AT4G32800,1.55,SRR653568,light-grown seedling,TPM
AT4G32800,1.48,SRR345562,light-grown seedling,TPM
AT4G32800,1.46,SRR653563,light-grown seedling,TPM
AT4G32800,1.41,SRR653570,light-grown seedling,TPM
AT4G32800,1.23,SRR345561,light-grown seedling,TPM
AT4G32800,1.15,SRR1260033,root apical meristem,TPM
AT4G32800,1.04,SRR653577,light-grown seedling,TPM
AT4G32800,0.95,SRR1046909,root,TPM
AT4G32800,0.93,SRR1260032,root apical meristem,TPM
AT4G32800,0.93,SRR653564,light-grown seedling,TPM
AT4G32800,0.92,SRR653562,light-grown seedling,TPM
AT4G32800,0.86,SRR653565,light-grown seedling,TPM
AT4G32800,0.85,SRR314814,root,TPM
AT4G32800,0.84,SRR477076,dark-grown seedling,TPM
AT4G32800,0.84,SRR653567,light-grown seedling,TPM
AT4G32800,0.78,SRR653566,light-grown seedling,TPM
AT4G32800,0.78,SRR653576,light-grown seedling,TPM
AT4G32800,0.74,SRR477075,dark-grown seedling,TPM
AT4G32800,0.7,SRR653569,light-grown seedling,TPM
AT4G32800,0.66,SRR493237,dark-grown seedling,TPM
AT4G32800,0.59,SRR653561,light-grown seedling,TPM
AT4G32800,0.56,SRR493238,dark-grown seedling,TPM
AT4G32800,0.46,SRR1049784,dark-grown seedling,TPM
AT4G32800,0.44,SRR070571,light-grown seedling,TPM
AT4G32800,0.12,SRR527164,light-grown seedling,TPM
AT4G32800,0.07,SRR070570,light-grown seedling,TPM
AT4G32800,0.03,SRR527165,light-grown seedling,TPM
AT4G32800,0.0,SRR1261509,root apical meristem,TPM
AT4G32800,0.0,SRR847501,pollen,TPM
AT4G32800,0.0,SRR847502,pollen,TPM
