gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT1G69780,56.21,SRR1207195,carpel,TPM
AT1G69780,47.15,SRR401414,receptacle,TPM
AT1G69780,46.64,SRR314815,stage 12 inflorescence,TPM
AT1G69780,46.17,SRR401421,receptacle,TPM
AT1G69780,45.2,SRR401418,receptacle,TPM
AT1G69780,44.93,SRR764885,leaf,TPM
AT1G69780,44.62,SRR401417,receptacle,TPM
AT1G69780,43.83,SRR401415,receptacle,TPM
AT1G69780,42.29,SRR401419,receptacle,TPM
AT1G69780,42.23,SRR401420,receptacle,TPM
AT1G69780,41.89,SRR401416,receptacle,TPM
AT1G69780,41.45,SRR401413,receptacle,TPM
AT1G69780,40.9,SRR1207194,carpel,TPM
AT1G69780,39.3,SRR584129,light-grown seedling,TPM
AT1G69780,35.62,SRR314814,root,TPM
AT1G69780,33.77,SRR1524935,root,TPM
AT1G69780,32.64,SRR1524938,root,TPM
AT1G69780,32.48,SRR1524940,root,TPM
AT1G69780,32.28,SRR800753,stage 12 inflorescence,TPM
AT1G69780,31.05,SRR584115,light-grown seedling,TPM
AT1G69780,30.83,SRR493238,dark-grown seedling,TPM
AT1G69780,30.54,SRR493237,dark-grown seedling,TPM
AT1G69780,28.08,SRR1019221,light-grown seedling,TPM
AT1G69780,26.7,SRR1260033,root apical meristem,TPM
AT1G69780,26.44,SRR515073,light-grown seedling,TPM
AT1G69780,25.61,SRR653573,light-grown seedling,TPM
AT1G69780,25.11,ERR274310,aerial,TPM
AT1G69780,24.9,SRR653576,light-grown seedling,TPM
AT1G69780,24.66,SRR800754,stage 12 inflorescence,TPM
AT1G69780,24.53,SRR653574,light-grown seedling,TPM
AT1G69780,24.08,SRR653577,light-grown seedling,TPM
AT1G69780,23.89,ERR274309,root,TPM
AT1G69780,23.42,SRR653578,light-grown seedling,TPM
AT1G69780,22.8,SRR1260032,root apical meristem,TPM
AT1G69780,22.5,SRR515074,light-grown seedling,TPM
AT1G69780,22.46,SRR847503,aerial,TPM
AT1G69780,22.35,SRR346552,light-grown seedling,TPM
AT1G69780,21.95,SRR504181,light-grown seedling,TPM
