gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT1G29860,4.69,SRR547531,aerial,TPM
AT1G29860,4.51,SRR1046910,root,TPM
AT1G29860,4.4,SRR1524940,root,TPM
AT1G29860,3.9,SRR1046909,root,TPM
AT1G29860,3.58,SRR1524935,root,TPM
AT1G29860,3.1,ERR274309,root,TPM
AT1G29860,2.95,SRR1524938,root,TPM
AT1G29860,2.62,SRR346553,light-grown seedling,TPM
AT1G29860,2.58,SRR314814,root,TPM
AT1G29860,2.21,SRR401418,receptacle,TPM
AT1G29860,2.18,SRR584115,light-grown seedling,TPM
AT1G29860,1.95,SRR401416,receptacle,TPM
AT1G29860,1.93,SRR401420,receptacle,TPM
AT1G29860,1.87,SRR401413,receptacle,TPM
AT1G29860,1.85,SRR401421,receptacle,TPM
AT1G29860,1.78,SRR401415,receptacle,TPM
AT1G29860,1.75,SRR401417,receptacle,TPM
AT1G29860,1.61,SRR1049784,dark-grown seedling,TPM
AT1G29860,1.6,SRR401419,receptacle,TPM
AT1G29860,1.46,SRR1019221,light-grown seedling,TPM
AT1G29860,1.21,SRR764885,leaf,TPM
AT1G29860,1.12,SRR493237,dark-grown seedling,TPM
AT1G29860,1.11,SRR847505,aerial,TPM
AT1G29860,1.05,SRR548277,aerial,TPM
AT1G29860,1.02,SRR401414,receptacle,TPM
AT1G29860,1.01,SRR446485,leaf,TPM
AT1G29860,0.99,SRR446487,leaf,TPM
AT1G29860,0.92,SRR949965,shoot apical meristem,TPM
AT1G29860,0.81,ERR274310,aerial,TPM
AT1G29860,0.81,SRR1001909,light-grown seedling,TPM
AT1G29860,0.74,SRR1019437,dark-grown seedling,TPM
AT1G29860,0.64,SRR847506,aerial,TPM
AT1G29860,0.61,SRR346552,light-grown seedling,TPM
AT1G29860,0.6,SRR584134,light-grown seedling,TPM
AT1G29860,0.53,SRR942022,leaf,TPM
AT1G29860,0.48,SRR653571,light-grown seedling,TPM
AT1G29860,0.44,SRR653563,light-grown seedling,TPM
AT1G29860,0.42,SRR847503,aerial,TPM
AT1G29860,0.41,SRR653576,light-grown seedling,TPM
AT1G29860,0.4,SRR504179,light-grown seedling,TPM
AT1G29860,0.38,SRR847504,aerial,TPM
AT1G29860,0.37,SRR1019436,dark-grown seedling,TPM
AT1G29860,0.35,SRR584121,light-grown seedling,TPM
AT1G29860,0.32,SRR653556,light-grown seedling,TPM
AT1G29860,0.3,SRR515074,light-grown seedling,TPM
AT1G29860,0.3,SRR584129,light-grown seedling,TPM
AT1G29860,0.29,SRR493097,leaf,TPM
AT1G29860,0.28,SRR653572,light-grown seedling,TPM
AT1G29860,0.27,SRR653569,light-grown seedling,TPM
AT1G29860,0.27,SRR949989,shoot apical meristem,TPM
AT1G29860,0.25,SRR446486,leaf,TPM
AT1G29860,0.25,SRR515073,light-grown seedling,TPM
AT1G29860,0.25,SRR653573,light-grown seedling,TPM
AT1G29860,0.23,SRR653574,light-grown seedling,TPM
