gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT3G50260,1.42,SRR504179,light-grown seedling,TPM
AT3G50260,1.29,SRR314813,leaf,TPM
AT3G50260,1.28,SRR800754,stage 12 inflorescence,TPM
AT3G50260,0.97,SRR314815,stage 12 inflorescence,TPM
AT3G50260,0.95,SRR1105823,leaf,TPM
AT3G50260,0.95,SRR949989,shoot apical meristem,TPM
AT3G50260,0.94,SRR548277,aerial,TPM
AT3G50260,0.88,SRR1105822,leaf,TPM
AT3G50260,0.46,SRR070571,light-grown seedling,TPM
AT3G50260,0.45,SRR070570,light-grown seedling,TPM
AT3G50260,0.34,SRR949956,shoot apical meristem,TPM
AT3G50260,0.28,SRR1207194,carpel,TPM
AT3G50260,0.25,SRR1207195,carpel,TPM
AT3G50260,0.21,SRR800753,stage 12 inflorescence,TPM
AT3G50260,0.04,SRR527164,light-grown seedling,TPM
AT3G50260,0.0,SRR527165,light-grown seedling,TPM
AT3G50260,0.0,SRR847501,pollen,TPM
AT3G50260,0.0,SRR847502,pollen,TPM
AT3G50260,0.0,SRR949988,shoot apical meristem,TPM
