gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT1G30210,59.67,SRR949989,shoot apical meristem,TPM
AT1G30210,53.34,SRR949988,shoot apical meristem,TPM
AT1G30210,50.45,SRR653572,light-grown seedling,TPM
AT1G30210,48.57,SRR584129,light-grown seedling,TPM
AT1G30210,47.33,SRR949965,shoot apical meristem,TPM
AT1G30210,46.64,SRR346552,light-grown seedling,TPM
AT1G30210,46.24,SRR1207195,carpel,TPM
AT1G30210,45.31,SRR934391,leaf,TPM
AT1G30210,45.29,SRR653570,light-grown seedling,TPM
AT1G30210,44.77,SRR1207194,carpel,TPM
AT1G30210,44.12,SRR653571,light-grown seedling,TPM
AT1G30210,43.3,SRR653568,light-grown seedling,TPM
AT1G30210,42.34,SRR493036,leaf,TPM
AT1G30210,41.95,SRR1159821,leaf,TPM
AT1G30210,41.26,SRR653569,light-grown seedling,TPM
AT1G30210,40.61,SRR653567,light-grown seedling,TPM
AT1G30210,40.23,SRR653573,light-grown seedling,TPM
AT1G30210,40.21,SRR584121,light-grown seedling,TPM
AT1G30210,39.9,SRR949956,shoot apical meristem,TPM
AT1G30210,39.82,SRR346553,light-grown seedling,TPM
AT1G30210,39.54,ERR274310,aerial,TPM
AT1G30210,39.52,SRR653577,light-grown seedling,TPM
AT1G30210,39.24,SRR653575,light-grown seedling,TPM
AT1G30210,38.47,SRR924656,leaf,TPM
AT1G30210,38.42,SRR653574,light-grown seedling,TPM
AT1G30210,38.39,SRR1105823,leaf,TPM
AT1G30210,38.34,SRR653555,light-grown seedling,TPM
AT1G30210,38.12,SRR584115,light-grown seedling,TPM
AT1G30210,38.01,SRR1105822,leaf,TPM
AT1G30210,37.97,SRR653556,light-grown seedling,TPM
AT1G30210,37.65,SRR653576,light-grown seedling,TPM
AT1G30210,36.88,SRR847503,aerial,TPM
AT1G30210,35.27,SRR653557,light-grown seedling,TPM
AT1G30210,34.49,SRR653578,light-grown seedling,TPM
AT1G30210,34.13,SRR493097,leaf,TPM
AT1G30210,34.13,SRR847504,aerial,TPM
AT1G30210,34.09,SRR477075,dark-grown seedling,TPM
AT1G30210,33.49,SRR515074,light-grown seedling,TPM
AT1G30210,33.11,SRR477076,dark-grown seedling,TPM
AT1G30210,33.01,SRR797230,light-grown seedling,TPM
AT1G30210,32.06,SRR833246,light-grown seedling,TPM
AT1G30210,31.09,SRR847505,aerial,TPM
AT1G30210,30.86,SRR653564,light-grown seedling,TPM
AT1G30210,30.61,SRR394082,light-grown seedling,TPM
AT1G30210,30.53,SRR584134,light-grown seedling,TPM
AT1G30210,30.5,SRR653565,light-grown seedling,TPM
AT1G30210,30.14,SRR314813,leaf,TPM
AT1G30210,29.52,SRR493101,leaf,TPM
AT1G30210,29.41,SRR653566,light-grown seedling,TPM
AT1G30210,29.03,SRR493098,leaf,TPM
AT1G30210,28.73,SRR847506,aerial,TPM
AT1G30210,28.42,SRR1159827,leaf,TPM
AT1G30210,27.73,SRR1019436,dark-grown seedling,TPM
AT1G30210,27.2,SRR1019437,dark-grown seedling,TPM
AT1G30210,26.79,SRR1159837,leaf,TPM
AT1G30210,25.8,SRR1019221,light-grown seedling,TPM
AT1G30210,24.35,SRR446487,leaf,TPM
AT1G30210,24.01,SRR446039,leaf,TPM
AT1G30210,23.9,SRR446485,leaf,TPM
AT1G30210,23.05,SRR942022,leaf,TPM
AT1G30210,23.02,SRR764885,leaf,TPM
AT1G30210,22.66,SRR653562,light-grown seedling,TPM
AT1G30210,22.43,SRR1001910,light-grown seedling,TPM
AT1G30210,22.13,SRR1001909,light-grown seedling,TPM
AT1G30210,22.02,SRR314815,stage 12 inflorescence,TPM
AT1G30210,21.82,SRR504179,light-grown seedling,TPM
AT1G30210,21.52,SRR493238,dark-grown seedling,TPM
AT1G30210,21.38,SRR800754,stage 12 inflorescence,TPM
AT1G30210,20.79,SRR800753,stage 12 inflorescence,TPM
AT1G30210,20.75,SRR515073,light-grown seedling,TPM
AT1G30210,20.65,SRR504180,light-grown seedling,TPM
AT1G30210,20.18,SRR401419,receptacle,TPM
AT1G30210,19.96,SRR446033,leaf,TPM
AT1G30210,19.91,SRR446028,leaf,TPM
AT1G30210,19.51,SRR493237,dark-grown seedling,TPM
AT1G30210,18.83,SRR401415,receptacle,TPM
AT1G30210,18.77,SRR401420,receptacle,TPM
AT1G30210,18.55,SRR401414,receptacle,TPM
AT1G30210,18.43,SRR401417,receptacle,TPM
AT1G30210,18.08,SRR446484,leaf,TPM
AT1G30210,17.97,SRR653561,light-grown seedling,TPM
AT1G30210,17.52,SRR401421,receptacle,TPM
AT1G30210,17.4,SRR401418,receptacle,TPM
AT1G30210,16.98,SRR504181,light-grown seedling,TPM
AT1G30210,16.96,SRR653563,light-grown seedling,TPM
AT1G30210,16.9,SRR401413,receptacle,TPM
AT1G30210,16.76,SRR401416,receptacle,TPM
AT1G30210,16.68,SRR446040,leaf,TPM
AT1G30210,15.49,SRR446034,leaf,TPM
AT1G30210,15.47,SRR1524940,root,TPM
AT1G30210,15.44,SRR547531,aerial,TPM
AT1G30210,15.36,SRR446486,leaf,TPM
AT1G30210,15.27,ERR274309,root,TPM
AT1G30210,15.0,SRR797194,light-grown seedling,TPM
AT1G30210,14.12,SRR1524935,root,TPM
AT1G30210,13.88,SRR1524938,root,TPM
AT1G30210,12.85,SRR446027,leaf,TPM
AT1G30210,11.48,SRR548277,aerial,TPM
AT1G30210,11.22,SRR314814,root,TPM
AT1G30210,8.16,SRR1049784,dark-grown seedling,TPM
AT1G30210,7.78,SRR1046910,root,TPM
AT1G30210,6.11,SRR1046909,root,TPM
AT1G30210,4.6,SRR345561,light-grown seedling,TPM
AT1G30210,4.58,SRR345562,light-grown seedling,TPM
AT1G30210,2.57,SRR070571,light-grown seedling,TPM
AT1G30210,2.41,SRR070570,light-grown seedling,TPM
AT1G30210,0.75,SRR1260032,root apical meristem,TPM
AT1G30210,0.39,SRR527165,light-grown seedling,TPM
AT1G30210,0.31,SRR527164,light-grown seedling,TPM
AT1G30210,0.0,SRR1260033,root apical meristem,TPM
AT1G30210,0.0,SRR1261509,root apical meristem,TPM
AT1G30210,0.0,SRR847501,pollen,TPM
AT1G30210,0.0,SRR847502,pollen,TPM
