gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT4G14770,12.45,SRR314815,stage 12 inflorescence,TPM
AT4G14770,11.77,SRR584121,light-grown seedling,TPM
AT4G14770,11.24,SRR401413,receptacle,TPM
AT4G14770,11.07,SRR584129,light-grown seedling,TPM
AT4G14770,10.86,SRR401418,receptacle,TPM
AT4G14770,10.64,SRR401416,receptacle,TPM
AT4G14770,10.55,SRR847503,aerial,TPM
AT4G14770,10.42,SRR401420,receptacle,TPM
AT4G14770,10.41,SRR401421,receptacle,TPM
AT4G14770,10.35,SRR346552,light-grown seedling,TPM
AT4G14770,10.35,SRR401417,receptacle,TPM
AT4G14770,10.27,SRR346553,light-grown seedling,TPM
AT4G14770,10.0,SRR401414,receptacle,TPM
AT4G14770,9.76,SRR401419,receptacle,TPM
AT4G14770,9.74,SRR314814,root,TPM
AT4G14770,9.17,SRR493238,dark-grown seedling,TPM
AT4G14770,9.11,SRR401415,receptacle,TPM
AT4G14770,8.98,SRR394082,light-grown seedling,TPM
AT4G14770,8.94,SRR800753,stage 12 inflorescence,TPM
AT4G14770,8.62,ERR274309,root,TPM
AT4G14770,8.6,SRR847504,aerial,TPM
AT4G14770,8.55,SRR1001909,light-grown seedling,TPM
AT4G14770,8.49,SRR1159827,leaf,TPM
AT4G14770,8.06,SRR1001910,light-grown seedling,TPM
AT4G14770,7.45,SRR800754,stage 12 inflorescence,TPM
AT4G14770,6.81,ERR274310,aerial,TPM
AT4G14770,6.81,SRR493237,dark-grown seedling,TPM
AT4G14770,6.36,SRR924656,leaf,TPM
AT4G14770,5.78,SRR1046910,root,TPM
AT4G14770,5.32,SRR584134,light-grown seedling,TPM
AT4G14770,5.23,SRR504180,light-grown seedling,TPM
AT4G14770,5.13,SRR515074,light-grown seedling,TPM
AT4G14770,5.01,SRR477075,dark-grown seedling,TPM
AT4G14770,4.98,SRR1019221,light-grown seedling,TPM
AT4G14770,4.83,SRR1046909,root,TPM
AT4G14770,4.81,SRR477076,dark-grown seedling,TPM
AT4G14770,4.77,SRR1019436,dark-grown seedling,TPM
AT4G14770,4.55,SRR847506,aerial,TPM
AT4G14770,4.47,SRR504179,light-grown seedling,TPM
AT4G14770,4.45,SRR847505,aerial,TPM
AT4G14770,4.27,SRR764885,leaf,TPM
AT4G14770,4.15,SRR1019437,dark-grown seedling,TPM
AT4G14770,4.0,SRR504181,light-grown seedling,TPM
AT4G14770,3.77,SRR833246,light-grown seedling,TPM
AT4G14770,3.47,SRR797230,light-grown seedling,TPM
AT4G14770,3.04,SRR547531,aerial,TPM
AT4G14770,2.97,SRR515073,light-grown seedling,TPM
AT4G14770,2.9,SRR548277,aerial,TPM
AT4G14770,2.63,SRR942022,leaf,TPM
AT4G14770,2.44,SRR1159821,leaf,TPM
AT4G14770,2.1,SRR934391,leaf,TPM
AT4G14770,2.01,SRR1049784,dark-grown seedling,TPM
AT4G14770,1.83,SRR493101,leaf,TPM
AT4G14770,1.73,SRR797194,light-grown seedling,TPM
AT4G14770,1.68,SRR493097,leaf,TPM
AT4G14770,1.64,SRR1159837,leaf,TPM
AT4G14770,1.64,SRR493098,leaf,TPM
AT4G14770,1.28,SRR1260033,root apical meristem,TPM
AT4G14770,1.23,SRR1260032,root apical meristem,TPM
AT4G14770,1.0,SRR345561,light-grown seedling,TPM
AT4G14770,0.95,SRR070570,light-grown seedling,TPM
AT4G14770,0.95,SRR446034,leaf,TPM
AT4G14770,0.81,SRR446486,leaf,TPM
AT4G14770,0.74,SRR446028,leaf,TPM
AT4G14770,0.72,SRR345562,light-grown seedling,TPM
AT4G14770,0.61,SRR070571,light-grown seedling,TPM
AT4G14770,0.55,SRR446040,leaf,TPM
AT4G14770,0.52,SRR446484,leaf,TPM
AT4G14770,0.46,SRR847501,pollen,TPM
AT4G14770,0.4,SRR446027,leaf,TPM
AT4G14770,0.4,SRR446033,leaf,TPM
AT4G14770,0.32,SRR847502,pollen,TPM
AT4G14770,0.29,SRR446039,leaf,TPM
AT4G14770,0.24,SRR527164,light-grown seedling,TPM
AT4G14770,0.15,SRR1261509,root apical meristem,TPM
AT4G14770,0.11,SRR527165,light-grown seedling,TPM
