gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT3G12720,19.51,ERR274309,root,TPM
AT3G12720,10.28,SRR1524940,root,TPM
AT3G12720,8.84,SRR1046910,root,TPM
AT3G12720,8.54,SRR1524938,root,TPM
AT3G12720,8.03,SRR1046909,root,TPM
AT3G12720,6.98,SRR1524935,root,TPM
AT3G12720,5.35,SRR314814,root,TPM
AT3G12720,3.45,SRR653569,light-grown seedling,TPM
AT3G12720,3.18,SRR833246,light-grown seedling,TPM
AT3G12720,2.9,SRR653566,light-grown seedling,TPM
AT3G12720,2.89,SRR653570,light-grown seedling,TPM
AT3G12720,2.67,SRR653567,light-grown seedling,TPM
AT3G12720,2.56,SRR653571,light-grown seedling,TPM
AT3G12720,2.56,SRR653575,light-grown seedling,TPM
AT3G12720,2.49,SRR653574,light-grown seedling,TPM
AT3G12720,2.33,SRR653564,light-grown seedling,TPM
AT3G12720,2.29,SRR653568,light-grown seedling,TPM
AT3G12720,2.17,SRR797230,light-grown seedling,TPM
AT3G12720,2.09,SRR653565,light-grown seedling,TPM
AT3G12720,2.03,SRR1019221,light-grown seedling,TPM
AT3G12720,2.01,SRR1001909,light-grown seedling,TPM
AT3G12720,1.97,SRR653578,light-grown seedling,TPM
AT3G12720,1.93,SRR653563,light-grown seedling,TPM
AT3G12720,1.89,SRR653555,light-grown seedling,TPM
AT3G12720,1.86,SRR515074,light-grown seedling,TPM
AT3G12720,1.86,SRR653572,light-grown seedling,TPM
AT3G12720,1.69,SRR653561,light-grown seedling,TPM
AT3G12720,1.65,SRR653556,light-grown seedling,TPM
AT3G12720,1.65,SRR653573,light-grown seedling,TPM
AT3G12720,1.62,SRR653576,light-grown seedling,TPM
AT3G12720,1.61,SRR653557,light-grown seedling,TPM
AT3G12720,1.49,SRR653562,light-grown seedling,TPM
AT3G12720,1.44,SRR584134,light-grown seedling,TPM
AT3G12720,1.31,SRR653577,light-grown seedling,TPM
AT3G12720,1.21,SRR1001910,light-grown seedling,TPM
AT3G12720,1.14,SRR493237,dark-grown seedling,TPM
AT3G12720,0.89,SRR584115,light-grown seedling,TPM
AT3G12720,0.87,SRR515073,light-grown seedling,TPM
AT3G12720,0.87,SRR584129,light-grown seedling,TPM
AT3G12720,0.65,SRR797194,light-grown seedling,TPM
AT3G12720,0.62,SRR584121,light-grown seedling,TPM
AT3G12720,0.52,SRR504181,light-grown seedling,TPM
AT3G12720,0.44,SRR493238,dark-grown seedling,TPM
AT3G12720,0.4,ERR274310,aerial,TPM
AT3G12720,0.36,SRR504180,light-grown seedling,TPM
AT3G12720,0.3,SRR504179,light-grown seedling,TPM
AT3G12720,0.24,SRR949989,shoot apical meristem,TPM
AT3G12720,0.23,SRR847504,aerial,TPM
AT3G12720,0.17,SRR070570,light-grown seedling,TPM
AT3G12720,0.16,SRR314813,leaf,TPM
AT3G12720,0.13,SRR1105823,leaf,TPM
AT3G12720,0.12,SRR547531,aerial,TPM
AT3G12720,0.11,SRR477075,dark-grown seedling,TPM
AT3G12720,0.1,SRR346553,light-grown seedling,TPM
AT3G12720,0.09,SRR070571,light-grown seedling,TPM
AT3G12720,0.08,SRR394082,light-grown seedling,TPM
AT3G12720,0.08,SRR847505,aerial,TPM
AT3G12720,0.06,SRR1105822,leaf,TPM
AT3G12720,0.06,SRR477076,dark-grown seedling,TPM
AT3G12720,0.06,SRR493036,leaf,TPM
AT3G12720,0.05,SRR1261509,root apical meristem,TPM
AT3G12720,0.05,SRR345561,light-grown seedling,TPM
AT3G12720,0.05,SRR847503,aerial,TPM
AT3G12720,0.03,SRR446487,leaf,TPM
AT3G12720,0.0,SRR1019436,dark-grown seedling,TPM
AT3G12720,0.0,SRR1019437,dark-grown seedling,TPM
AT3G12720,0.0,SRR1049784,dark-grown seedling,TPM
AT3G12720,0.0,SRR1159821,leaf,TPM
AT3G12720,0.0,SRR1159827,leaf,TPM
AT3G12720,0.0,SRR1159837,leaf,TPM
AT3G12720,0.0,SRR1207194,carpel,TPM
AT3G12720,0.0,SRR1207195,carpel,TPM
AT3G12720,0.0,SRR1260032,root apical meristem,TPM
AT3G12720,0.0,SRR1260033,root apical meristem,TPM
AT3G12720,0.0,SRR314815,stage 12 inflorescence,TPM
