gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT5G13080,179.1,SRR1261509,root apical meristem,TPM
AT5G13080,68.4,ERR274309,root,TPM
AT5G13080,56.56,SRR401415,receptacle,TPM
AT5G13080,54.66,SRR401414,receptacle,TPM
AT5G13080,53.55,SRR401417,receptacle,TPM
AT5G13080,52.32,SRR401418,receptacle,TPM
AT5G13080,51.38,SRR401413,receptacle,TPM
AT5G13080,51.34,SRR401420,receptacle,TPM
AT5G13080,51.19,SRR401416,receptacle,TPM
AT5G13080,49.21,SRR1524940,root,TPM
AT5G13080,49.08,SRR1049784,dark-grown seedling,TPM
AT5G13080,46.34,SRR401421,receptacle,TPM
AT5G13080,44.13,SRR401419,receptacle,TPM
AT5G13080,38.05,SRR1524938,root,TPM
AT5G13080,35.1,SRR1524935,root,TPM
AT5G13080,26.03,SRR1046909,root,TPM
AT5G13080,24.67,SRR1046910,root,TPM
AT5G13080,22.12,SRR1019436,dark-grown seedling,TPM
AT5G13080,21.55,SRR493238,dark-grown seedling,TPM
AT5G13080,20.09,SRR314814,root,TPM
AT5G13080,18.09,SRR547531,aerial,TPM
AT5G13080,17.35,SRR493237,dark-grown seedling,TPM
AT5G13080,16.97,SRR1019437,dark-grown seedling,TPM
AT5G13080,13.37,SRR477076,dark-grown seedling,TPM
AT5G13080,13.02,SRR446034,leaf,TPM
AT5G13080,13.02,SRR477075,dark-grown seedling,TPM
AT5G13080,11.39,SRR584134,light-grown seedling,TPM
AT5G13080,10.55,SRR346553,light-grown seedling,TPM
AT5G13080,9.4,SRR653563,light-grown seedling,TPM
AT5G13080,9.13,SRR584129,light-grown seedling,TPM
AT5G13080,8.91,SRR653577,light-grown seedling,TPM
AT5G13080,8.85,SRR653576,light-grown seedling,TPM
AT5G13080,8.29,ERR274310,aerial,TPM
AT5G13080,8.11,SRR515074,light-grown seedling,TPM
AT5G13080,7.66,SRR653561,light-grown seedling,TPM
AT5G13080,7.57,SRR942022,leaf,TPM
AT5G13080,7.48,SRR653578,light-grown seedling,TPM
AT5G13080,7.42,SRR653565,light-grown seedling,TPM
AT5G13080,7.08,SRR446039,leaf,TPM
AT5G13080,7.08,SRR584115,light-grown seedling,TPM
AT5G13080,7.08,SRR653573,light-grown seedling,TPM
AT5G13080,7.04,SRR653574,light-grown seedling,TPM
AT5G13080,6.5,SRR653568,light-grown seedling,TPM
AT5G13080,6.01,SRR653562,light-grown seedling,TPM
AT5G13080,5.75,SRR653575,light-grown seedling,TPM
AT5G13080,5.17,SRR653569,light-grown seedling,TPM
AT5G13080,4.71,SRR653570,light-grown seedling,TPM
AT5G13080,4.54,SRR653566,light-grown seedling,TPM
AT5G13080,4.35,SRR653567,light-grown seedling,TPM
AT5G13080,4.24,SRR446487,leaf,TPM
AT5G13080,4.2,SRR1260033,root apical meristem,TPM
AT5G13080,4.13,SRR446028,leaf,TPM
AT5G13080,3.8,SRR653571,light-grown seedling,TPM
AT5G13080,3.79,SRR653572,light-grown seedling,TPM
AT5G13080,3.69,SRR515073,light-grown seedling,TPM
AT5G13080,3.62,SRR446485,leaf,TPM
AT5G13080,3.61,SRR584121,light-grown seedling,TPM
AT5G13080,3.47,SRR653564,light-grown seedling,TPM
AT5G13080,3.4,SRR797230,light-grown seedling,TPM
AT5G13080,3.37,SRR1001910,light-grown seedling,TPM
AT5G13080,2.8,SRR653556,light-grown seedling,TPM
AT5G13080,2.8,SRR934391,leaf,TPM
AT5G13080,2.77,SRR653555,light-grown seedling,TPM
AT5G13080,2.74,SRR764885,leaf,TPM
AT5G13080,2.62,SRR833246,light-grown seedling,TPM
AT5G13080,2.59,SRR653557,light-grown seedling,TPM
AT5G13080,2.51,SRR1159827,leaf,TPM
AT5G13080,2.34,SRR446040,leaf,TPM
AT5G13080,2.05,SRR1260032,root apical meristem,TPM
AT5G13080,1.99,SRR345562,light-grown seedling,TPM
AT5G13080,1.97,SRR548277,aerial,TPM
AT5G13080,1.96,SRR1001909,light-grown seedling,TPM
AT5G13080,1.93,SRR847506,aerial,TPM
AT5G13080,1.81,SRR847505,aerial,TPM
AT5G13080,1.39,SRR446033,leaf,TPM
AT5G13080,1.24,SRR346552,light-grown seedling,TPM
AT5G13080,1.12,SRR1159821,leaf,TPM
AT5G13080,1.1,SRR504181,light-grown seedling,TPM
AT5G13080,0.93,SRR345561,light-grown seedling,TPM
AT5G13080,0.82,SRR797194,light-grown seedling,TPM
AT5G13080,0.81,SRR924656,leaf,TPM
AT5G13080,0.76,SRR446484,leaf,TPM
AT5G13080,0.68,SRR1159837,leaf,TPM
AT5G13080,0.6,SRR504179,light-grown seedling,TPM
AT5G13080,0.59,SRR1019221,light-grown seedling,TPM
AT5G13080,0.57,SRR070570,light-grown seedling,TPM
AT5G13080,0.57,SRR446486,leaf,TPM
AT5G13080,0.55,SRR493097,leaf,TPM
AT5G13080,0.55,SRR493098,leaf,TPM
AT5G13080,0.43,SRR070571,light-grown seedling,TPM
AT5G13080,0.39,SRR446027,leaf,TPM
AT5G13080,0.31,SRR394082,light-grown seedling,TPM
AT5G13080,0.31,SRR493101,leaf,TPM
AT5G13080,0.29,SRR493036,leaf,TPM
AT5G13080,0.29,SRR847504,aerial,TPM
AT5G13080,0.27,SRR800754,stage 12 inflorescence,TPM
AT5G13080,0.26,SRR504180,light-grown seedling,TPM
AT5G13080,0.18,SRR847503,aerial,TPM
AT5G13080,0.14,SRR314815,stage 12 inflorescence,TPM
AT5G13080,0.12,SRR1105822,leaf,TPM
AT5G13080,0.1,SRR527164,light-grown seedling,TPM
AT5G13080,0.07,SRR1105823,leaf,TPM
AT5G13080,0.07,SRR314813,leaf,TPM
AT5G13080,0.05,SRR1207194,carpel,TPM
AT5G13080,0.0,SRR1207195,carpel,TPM
AT5G13080,0.0,SRR527165,light-grown seedling,TPM
AT5G13080,0.0,SRR800753,stage 12 inflorescence,TPM
AT5G13080,0.0,SRR847501,pollen,TPM
AT5G13080,0.0,SRR847502,pollen,TPM
AT5G13080,0.0,SRR949956,shoot apical meristem,TPM
AT5G13080,0.0,SRR949965,shoot apical meristem,TPM
AT5G13080,0.0,SRR949988,shoot apical meristem,TPM
AT5G13080,0.0,SRR949989,shoot apical meristem,TPM
