gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT1G68670,28.43,SRR942022,leaf,TPM
AT1G68670,28.03,SRR1019221,light-grown seedling,TPM
AT1G68670,27.47,SRR314814,root,TPM
AT1G68670,27.35,SRR797230,light-grown seedling,TPM
AT1G68670,27.34,SRR653556,light-grown seedling,TPM
AT1G68670,26.74,SRR515074,light-grown seedling,TPM
AT1G68670,26.28,SRR653555,light-grown seedling,TPM
AT1G68670,25.95,SRR653568,light-grown seedling,TPM
AT1G68670,25.45,SRR653569,light-grown seedling,TPM
AT1G68670,25.28,SRR401419,receptacle,TPM
AT1G68670,25.19,SRR515073,light-grown seedling,TPM
AT1G68670,24.56,SRR493036,leaf,TPM
AT1G68670,24.46,SRR1159821,leaf,TPM
AT1G68670,24.4,SRR653557,light-grown seedling,TPM
AT1G68670,24.22,SRR446028,leaf,TPM
AT1G68670,24.16,SRR401413,receptacle,TPM
AT1G68670,24.08,SRR401420,receptacle,TPM
AT1G68670,23.6,SRR401421,receptacle,TPM
AT1G68670,22.78,SRR653567,light-grown seedling,TPM
AT1G68670,22.49,SRR934391,leaf,TPM
AT1G68670,22.34,SRR1001909,light-grown seedling,TPM
AT1G68670,22.29,SRR401414,receptacle,TPM
AT1G68670,21.42,SRR401415,receptacle,TPM
AT1G68670,21.38,SRR1046909,root,TPM
AT1G68670,21.23,SRR1046910,root,TPM
AT1G68670,20.94,SRR401418,receptacle,TPM
AT1G68670,20.74,SRR401416,receptacle,TPM
AT1G68670,20.72,SRR401417,receptacle,TPM
AT1G68670,20.02,SRR1260032,root apical meristem,TPM
AT1G68670,19.3,SRR833246,light-grown seedling,TPM
AT1G68670,19.29,SRR345562,light-grown seedling,TPM
AT1G68670,18.71,SRR446033,leaf,TPM
AT1G68670,17.47,SRR1159837,leaf,TPM
AT1G68670,16.48,SRR446027,leaf,TPM
AT1G68670,15.79,SRR394082,light-grown seedling,TPM
AT1G68670,15.36,SRR949956,shoot apical meristem,TPM
AT1G68670,15.3,SRR847503,aerial,TPM
AT1G68670,13.22,SRR949989,shoot apical meristem,TPM
AT1G68670,13.12,SRR797194,light-grown seedling,TPM
AT1G68670,13.11,SRR847504,aerial,TPM
AT1G68670,11.84,SRR949988,shoot apical meristem,TPM
AT1G68670,11.79,SRR949965,shoot apical meristem,TPM
AT1G68670,10.13,SRR345561,light-grown seedling,TPM
AT1G68670,9.9,SRR847505,aerial,TPM
AT1G68670,9.76,SRR847506,aerial,TPM
AT1G68670,7.32,SRR504181,light-grown seedling,TPM
AT1G68670,6.75,SRR504180,light-grown seedling,TPM
AT1G68670,6.3,SRR070570,light-grown seedling,TPM
AT1G68670,5.7,SRR070571,light-grown seedling,TPM
AT1G68670,3.67,SRR504179,light-grown seedling,TPM
AT1G68670,0.41,SRR527165,light-grown seedling,TPM
AT1G68670,0.37,SRR527164,light-grown seedling,TPM
AT1G68670,0.18,SRR847501,pollen,TPM
AT1G68670,0.06,SRR847502,pollen,TPM
