gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT5G47370,22.55,SRR547531,aerial,TPM
AT5G47370,22.49,SRR504179,light-grown seedling,TPM
AT5G47370,21.85,SRR584115,light-grown seedling,TPM
AT5G47370,21.57,SRR1046910,root,TPM
AT5G47370,21.14,SRR653577,light-grown seedling,TPM
AT5G47370,20.97,SRR653569,light-grown seedling,TPM
AT5G47370,20.71,SRR584121,light-grown seedling,TPM
AT5G47370,20.19,SRR446034,leaf,TPM
AT5G47370,19.75,SRR653568,light-grown seedling,TPM
AT5G47370,19.61,SRR653555,light-grown seedling,TPM
AT5G47370,19.38,SRR1001910,light-grown seedling,TPM
AT5G47370,19.01,SRR1046909,root,TPM
AT5G47370,18.98,SRR446039,leaf,TPM
AT5G47370,18.34,SRR394082,light-grown seedling,TPM
AT5G47370,18.02,SRR653556,light-grown seedling,TPM
AT5G47370,17.33,SRR446484,leaf,TPM
AT5G47370,16.62,SRR847504,aerial,TPM
AT5G47370,16.56,SRR653557,light-grown seedling,TPM
AT5G47370,16.44,SRR653567,light-grown seedling,TPM
AT5G47370,16.34,SRR446486,leaf,TPM
AT5G47370,16.28,SRR515074,light-grown seedling,TPM
AT5G47370,16.21,SRR314815,stage 12 inflorescence,TPM
AT5G47370,15.9,SRR653576,light-grown seedling,TPM
AT5G47370,15.83,SRR515073,light-grown seedling,TPM
AT5G47370,15.81,SRR847503,aerial,TPM
AT5G47370,15.73,SRR548277,aerial,TPM
AT5G47370,15.67,SRR446040,leaf,TPM
AT5G47370,14.42,SRR446033,leaf,TPM
AT5G47370,14.17,SRR800754,stage 12 inflorescence,TPM
AT5G47370,14.04,SRR653578,light-grown seedling,TPM
AT5G47370,13.68,SRR1001909,light-grown seedling,TPM
AT5G47370,13.61,SRR1261509,root apical meristem,TPM
AT5G47370,13.56,SRR653573,light-grown seedling,TPM
AT5G47370,13.39,SRR446487,leaf,TPM
AT5G47370,13.34,SRR653574,light-grown seedling,TPM
AT5G47370,13.22,SRR949965,shoot apical meristem,TPM
AT5G47370,12.75,SRR446028,leaf,TPM
AT5G47370,12.69,SRR346553,light-grown seedling,TPM
AT5G47370,12.63,SRR1159827,leaf,TPM
AT5G47370,12.58,SRR493036,leaf,TPM
AT5G47370,12.32,SRR345562,light-grown seedling,TPM
AT5G47370,12.25,SRR653575,light-grown seedling,TPM
AT5G47370,11.95,SRR949956,shoot apical meristem,TPM
AT5G47370,11.81,SRR446485,leaf,TPM
AT5G47370,11.7,SRR800753,stage 12 inflorescence,TPM
AT5G47370,11.08,SRR1019221,light-grown seedling,TPM
AT5G47370,10.37,SRR797194,light-grown seedling,TPM
AT5G47370,10.01,SRR346552,light-grown seedling,TPM
AT5G47370,9.97,SRR314813,leaf,TPM
AT5G47370,9.62,SRR949988,shoot apical meristem,TPM
AT5G47370,7.94,SRR949989,shoot apical meristem,TPM
AT5G47370,5.95,SRR446027,leaf,TPM
AT5G47370,4.47,SRR345561,light-grown seedling,TPM
AT5G47370,2.02,SRR070571,light-grown seedling,TPM
AT5G47370,1.55,SRR070570,light-grown seedling,TPM
AT5G47370,0.46,SRR527164,light-grown seedling,TPM
AT5G47370,0.43,SRR527165,light-grown seedling,TPM
AT5G47370,0.21,SRR847502,pollen,TPM
AT5G47370,0.08,SRR847501,pollen,TPM
