gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT5G66700,0.35,SRR949956,shoot apical meristem,TPM
AT5G66700,0.32,SRR493036,leaf,TPM
AT5G66700,0.32,SRR847505,aerial,TPM
AT5G66700,0.31,SRR515073,light-grown seedling,TPM
AT5G66700,0.3,SRR446040,leaf,TPM
AT5G66700,0.3,SRR653556,light-grown seedling,TPM
AT5G66700,0.23,SRR070570,light-grown seedling,TPM
AT5G66700,0.21,SRR1207194,carpel,TPM
AT5G66700,0.21,SRR446486,leaf,TPM
AT5G66700,0.2,SRR446034,leaf,TPM
AT5G66700,0.19,SRR446033,leaf,TPM
AT5G66700,0.18,SRR1105822,leaf,TPM
AT5G66700,0.17,SRR797194,light-grown seedling,TPM
AT5G66700,0.17,SRR934391,leaf,TPM
AT5G66700,0.16,SRR446484,leaf,TPM
AT5G66700,0.15,SRR1261509,root apical meristem,TPM
AT5G66700,0.15,SRR653571,light-grown seedling,TPM
AT5G66700,0.14,SRR346553,light-grown seedling,TPM
AT5G66700,0.13,SRR1207195,carpel,TPM
AT5G66700,0.07,SRR1260033,root apical meristem,TPM
AT5G66700,0.06,SRR314813,leaf,TPM
AT5G66700,0.0,SRR070571,light-grown seedling,TPM
AT5G66700,0.0,SRR1159821,leaf,TPM
AT5G66700,0.0,SRR1159837,leaf,TPM
AT5G66700,0.0,SRR1260032,root apical meristem,TPM
AT5G66700,0.0,SRR345562,light-grown seedling,TPM
AT5G66700,0.0,SRR401420,receptacle,TPM
AT5G66700,0.0,SRR446027,leaf,TPM
AT5G66700,0.0,SRR446028,leaf,TPM
AT5G66700,0.0,SRR493097,leaf,TPM
AT5G66700,0.0,SRR493098,leaf,TPM
AT5G66700,0.0,SRR493101,leaf,TPM
AT5G66700,0.0,SRR515074,light-grown seedling,TPM
AT5G66700,0.0,SRR527164,light-grown seedling,TPM
AT5G66700,0.0,SRR527165,light-grown seedling,TPM
AT5G66700,0.0,SRR847501,pollen,TPM
AT5G66700,0.0,SRR847502,pollen,TPM
AT5G66700,0.0,SRR949988,shoot apical meristem,TPM
AT5G66700,0.0,SRR949989,shoot apical meristem,TPM
