gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT1G05010,1114.88,SRR401417,receptacle,TPM
AT1G05010,1111.05,SRR401416,receptacle,TPM
AT1G05010,1103.55,SRR401418,receptacle,TPM
AT1G05010,1031.88,SRR401415,receptacle,TPM
AT1G05010,1031.62,SRR401421,receptacle,TPM
AT1G05010,1031.55,SRR401414,receptacle,TPM
AT1G05010,1021.15,SRR401420,receptacle,TPM
AT1G05010,1011.25,SRR401419,receptacle,TPM
AT1G05010,1010.6,SRR401413,receptacle,TPM
AT1G05010,781.14,SRR584134,light-grown seedling,TPM
AT1G05010,695.9,SRR515073,light-grown seedling,TPM
AT1G05010,661.9,SRR446028,leaf,TPM
AT1G05010,596.97,SRR1019437,dark-grown seedling,TPM
AT1G05010,581.59,SRR1019436,dark-grown seedling,TPM
AT1G05010,535.17,SRR446027,leaf,TPM
AT1G05010,530.99,SRR515074,light-grown seedling,TPM
AT1G05010,426.39,SRR493097,leaf,TPM
AT1G05010,416.92,SRR1159837,leaf,TPM
AT1G05010,398.54,SRR797230,light-grown seedling,TPM
AT1G05010,377.72,ERR274310,aerial,TPM
AT1G05010,375.65,SRR446039,leaf,TPM
AT1G05010,373.42,SRR833246,light-grown seedling,TPM
AT1G05010,349.09,SRR584129,light-grown seedling,TPM
AT1G05010,326.3,SRR847503,aerial,TPM
AT1G05010,322.87,SRR847505,aerial,TPM
AT1G05010,318.83,SRR847506,aerial,TPM
AT1G05010,318.68,SRR346553,light-grown seedling,TPM
AT1G05010,313.5,SRR477076,dark-grown seedling,TPM
AT1G05010,312.79,SRR847504,aerial,TPM
AT1G05010,311.73,SRR477075,dark-grown seedling,TPM
AT1G05010,310.55,SRR584115,light-grown seedling,TPM
AT1G05010,308.15,SRR924656,leaf,TPM
AT1G05010,301.1,SRR1159821,leaf,TPM
AT1G05010,277.16,SRR942022,leaf,TPM
AT1G05010,276.85,SRR394082,light-grown seedling,TPM
AT1G05010,274.61,SRR346552,light-grown seedling,TPM
AT1G05010,269.04,SRR653576,light-grown seedling,TPM
AT1G05010,265.08,SRR446033,leaf,TPM
AT1G05010,264.6,SRR547531,aerial,TPM
AT1G05010,259.77,SRR653578,light-grown seedling,TPM
AT1G05010,253.61,SRR653573,light-grown seedling,TPM
AT1G05010,250.97,SRR584121,light-grown seedling,TPM
AT1G05010,247.29,SRR1159827,leaf,TPM
