gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT1G77200,2.2,SRR653557,light-grown seedling,TPM
AT1G77200,2.11,SRR1524938,root,TPM
AT1G77200,2.07,SRR797194,light-grown seedling,TPM
AT1G77200,2.03,SRR949988,shoot apical meristem,TPM
AT1G77200,1.94,SRR847503,aerial,TPM
AT1G77200,1.93,SRR401421,receptacle,TPM
AT1G77200,1.9,SRR653578,light-grown seedling,TPM
AT1G77200,1.89,SRR446028,leaf,TPM
AT1G77200,1.88,SRR584129,light-grown seedling,TPM
AT1G77200,1.85,SRR949965,shoot apical meristem,TPM
AT1G77200,1.85,SRR949989,shoot apical meristem,TPM
AT1G77200,1.8,SRR653571,light-grown seedling,TPM
AT1G77200,1.8,SRR924656,leaf,TPM
AT1G77200,1.79,SRR1524935,root,TPM
AT1G77200,1.75,SRR653574,light-grown seedling,TPM
AT1G77200,1.72,SRR653576,light-grown seedling,TPM
AT1G77200,1.7,SRR401413,receptacle,TPM
AT1G77200,1.69,SRR401419,receptacle,TPM
AT1G77200,1.66,SRR401418,receptacle,TPM
AT1G77200,1.63,SRR1524940,root,TPM
AT1G77200,1.61,SRR653573,light-grown seedling,TPM
AT1G77200,1.53,ERR274309,root,TPM
AT1G77200,1.47,SRR401415,receptacle,TPM
AT1G77200,1.46,SRR1001909,light-grown seedling,TPM
AT1G77200,1.34,SRR401417,receptacle,TPM
AT1G77200,1.3,SRR401416,receptacle,TPM
AT1G77200,1.29,SRR401420,receptacle,TPM
AT1G77200,1.29,SRR584115,light-grown seedling,TPM
AT1G77200,1.21,SRR653577,light-grown seedling,TPM
AT1G77200,1.19,SRR314815,stage 12 inflorescence,TPM
AT1G77200,1.18,SRR547531,aerial,TPM
AT1G77200,1.15,SRR394082,light-grown seedling,TPM
AT1G77200,1.15,SRR401414,receptacle,TPM
AT1G77200,1.09,SRR346553,light-grown seedling,TPM
AT1G77200,1.06,SRR653555,light-grown seedling,TPM
AT1G77200,1.01,SRR446484,leaf,TPM
AT1G77200,0.96,SRR346552,light-grown seedling,TPM
AT1G77200,0.92,SRR314814,root,TPM
AT1G77200,0.9,SRR493036,leaf,TPM
AT1G77200,0.89,SRR1105823,leaf,TPM
AT1G77200,0.88,SRR345561,light-grown seedling,TPM
AT1G77200,0.85,SRR446027,leaf,TPM
AT1G77200,0.77,SRR504181,light-grown seedling,TPM
AT1G77200,0.72,SRR446486,leaf,TPM
AT1G77200,0.71,SRR1046910,root,TPM
AT1G77200,0.7,SRR584134,light-grown seedling,TPM
AT1G77200,0.66,SRR070570,light-grown seedling,TPM
AT1G77200,0.66,SRR446033,leaf,TPM
AT1G77200,0.66,SRR548277,aerial,TPM
AT1G77200,0.65,SRR1105822,leaf,TPM
AT1G77200,0.62,SRR1046909,root,TPM
AT1G77200,0.56,SRR1159827,leaf,TPM
AT1G77200,0.56,SRR584121,light-grown seedling,TPM
AT1G77200,0.48,SRR070571,light-grown seedling,TPM
AT1G77200,0.48,SRR1261509,root apical meristem,TPM
AT1G77200,0.41,SRR314813,leaf,TPM
AT1G77200,0.36,SRR446034,leaf,TPM
AT1G77200,0.35,SRR504180,light-grown seedling,TPM
AT1G77200,0.31,SRR942022,leaf,TPM
AT1G77200,0.26,SRR1049784,dark-grown seedling,TPM
AT1G77200,0.24,SRR446040,leaf,TPM
AT1G77200,0.23,SRR504179,light-grown seedling,TPM
AT1G77200,0.19,SRR446039,leaf,TPM
AT1G77200,0.18,SRR493098,leaf,TPM
AT1G77200,0.11,SRR847501,pollen,TPM
AT1G77200,0.1,SRR527165,light-grown seedling,TPM
AT1G77200,0.07,SRR493097,leaf,TPM
AT1G77200,0.03,SRR527164,light-grown seedling,TPM
AT1G77200,0.0,SRR1159821,leaf,TPM
AT1G77200,0.0,SRR1159837,leaf,TPM
AT1G77200,0.0,SRR493101,leaf,TPM
AT1G77200,0.0,SRR847502,pollen,TPM
AT1G77200,0.0,SRR934391,leaf,TPM
