gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT3G01970,62.17,SRR1261509,root apical meristem,TPM
AT3G01970,34.12,SRR1019436,dark-grown seedling,TPM
AT3G01970,33.86,SRR1019437,dark-grown seedling,TPM
AT3G01970,30.57,SRR401413,receptacle,TPM
AT3G01970,29.12,SRR1049784,dark-grown seedling,TPM
AT3G01970,27.85,SRR401417,receptacle,TPM
AT3G01970,27.68,SRR764885,leaf,TPM
AT3G01970,27.55,SRR401415,receptacle,TPM
AT3G01970,26.53,SRR401416,receptacle,TPM
AT3G01970,26.45,SRR401418,receptacle,TPM
AT3G01970,25.26,ERR274309,root,TPM
AT3G01970,24.91,SRR401419,receptacle,TPM
AT3G01970,24.26,SRR401420,receptacle,TPM
AT3G01970,24.14,SRR942022,leaf,TPM
AT3G01970,23.28,SRR401421,receptacle,TPM
AT3G01970,22.99,SRR401414,receptacle,TPM
AT3G01970,19.43,SRR584134,light-grown seedling,TPM
AT3G01970,16.2,SRR446040,leaf,TPM
AT3G01970,16.14,SRR1046909,root,TPM
AT3G01970,15.62,SRR547531,aerial,TPM
AT3G01970,15.43,SRR1046910,root,TPM
AT3G01970,13.97,SRR493238,dark-grown seedling,TPM
AT3G01970,13.39,SRR584129,light-grown seedling,TPM
AT3G01970,12.67,SRR477075,dark-grown seedling,TPM
AT3G01970,12.45,SRR477076,dark-grown seedling,TPM
AT3G01970,11.88,SRR446484,leaf,TPM
AT3G01970,11.6,SRR584121,light-grown seedling,TPM
AT3G01970,10.25,SRR446486,leaf,TPM
AT3G01970,10.16,SRR446033,leaf,TPM
AT3G01970,10.15,SRR446039,leaf,TPM
AT3G01970,9.98,SRR584115,light-grown seedling,TPM
AT3G01970,9.86,ERR274310,aerial,TPM
AT3G01970,9.55,SRR493237,dark-grown seedling,TPM
AT3G01970,9.01,SRR515074,light-grown seedling,TPM
AT3G01970,8.67,SRR346553,light-grown seedling,TPM
AT3G01970,8.13,SRR797230,light-grown seedling,TPM
AT3G01970,7.89,SRR446034,leaf,TPM
AT3G01970,7.35,SRR653577,light-grown seedling,TPM
AT3G01970,6.69,SRR653578,light-grown seedling,TPM
AT3G01970,6.56,SRR653563,light-grown seedling,TPM
AT3G01970,6.26,SRR653576,light-grown seedling,TPM
AT3G01970,6.24,SRR800753,stage 12 inflorescence,TPM
AT3G01970,6.09,SRR653572,light-grown seedling,TPM
AT3G01970,6.03,SRR847506,aerial,TPM
AT3G01970,5.98,SRR653573,light-grown seedling,TPM
AT3G01970,5.94,SRR833246,light-grown seedling,TPM
AT3G01970,5.89,SRR1524935,root,TPM
AT3G01970,5.71,SRR548277,aerial,TPM
AT3G01970,5.63,SRR515073,light-grown seedling,TPM
AT3G01970,5.5,SRR800754,stage 12 inflorescence,TPM
AT3G01970,5.43,SRR1260033,root apical meristem,TPM
AT3G01970,5.39,SRR1524940,root,TPM
AT3G01970,5.27,SRR653570,light-grown seedling,TPM
AT3G01970,5.22,SRR1524938,root,TPM
AT3G01970,5.17,SRR1001910,light-grown seedling,TPM
AT3G01970,5.0,SRR797194,light-grown seedling,TPM
AT3G01970,4.93,SRR653561,light-grown seedling,TPM
AT3G01970,4.91,SRR653574,light-grown seedling,TPM
AT3G01970,4.89,SRR847505,aerial,TPM
AT3G01970,4.86,SRR653575,light-grown seedling,TPM
AT3G01970,4.47,SRR653571,light-grown seedling,TPM
AT3G01970,4.36,SRR653562,light-grown seedling,TPM
AT3G01970,4.0,SRR653567,light-grown seedling,TPM
AT3G01970,3.85,SRR847503,aerial,TPM
AT3G01970,3.83,SRR345562,light-grown seedling,TPM
AT3G01970,3.76,SRR653568,light-grown seedling,TPM
AT3G01970,3.65,SRR653569,light-grown seedling,TPM
AT3G01970,3.6,SRR1001909,light-grown seedling,TPM
AT3G01970,3.34,SRR446485,leaf,TPM
AT3G01970,3.26,SRR847501,pollen,TPM
AT3G01970,3.07,SRR847502,pollen,TPM
AT3G01970,3.03,SRR446028,leaf,TPM
AT3G01970,2.71,SRR1019221,light-grown seedling,TPM
AT3G01970,2.62,SRR446487,leaf,TPM
AT3G01970,2.59,SRR653566,light-grown seedling,TPM
AT3G01970,2.55,SRR314814,root,TPM
AT3G01970,2.51,SRR847504,aerial,TPM
AT3G01970,2.46,SRR504181,light-grown seedling,TPM
AT3G01970,2.41,SRR446027,leaf,TPM
AT3G01970,2.31,SRR653565,light-grown seedling,TPM
AT3G01970,2.23,SRR070570,light-grown seedling,TPM
AT3G01970,2.11,SRR394082,light-grown seedling,TPM
AT3G01970,2.1,SRR493097,leaf,TPM
AT3G01970,2.05,SRR345561,light-grown seedling,TPM
AT3G01970,2.0,SRR314815,stage 12 inflorescence,TPM
AT3G01970,2.0,SRR653564,light-grown seedling,TPM
AT3G01970,1.9,SRR924656,leaf,TPM
AT3G01970,1.89,SRR1260032,root apical meristem,TPM
AT3G01970,1.76,SRR493101,leaf,TPM
AT3G01970,1.75,SRR070571,light-grown seedling,TPM
AT3G01970,1.58,SRR1105822,leaf,TPM
AT3G01970,1.54,SRR1159827,leaf,TPM
AT3G01970,1.53,SRR934391,leaf,TPM
AT3G01970,1.51,SRR504180,light-grown seedling,TPM
AT3G01970,1.46,SRR346552,light-grown seedling,TPM
AT3G01970,1.41,SRR653556,light-grown seedling,TPM
AT3G01970,1.34,SRR504179,light-grown seedling,TPM
AT3G01970,1.14,SRR653557,light-grown seedling,TPM
AT3G01970,1.11,SRR949956,shoot apical meristem,TPM
AT3G01970,1.07,SRR653555,light-grown seedling,TPM
AT3G01970,0.98,SRR1105823,leaf,TPM
AT3G01970,0.86,SRR493036,leaf,TPM
AT3G01970,0.86,SRR493098,leaf,TPM
AT3G01970,0.78,SRR1207195,carpel,TPM
AT3G01970,0.77,SRR1207194,carpel,TPM
