gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT4G01250,51.31,SRR1159837,leaf,TPM
AT4G01250,49.5,SRR1019436,dark-grown seedling,TPM
AT4G01250,48.72,SRR797230,light-grown seedling,TPM
AT4G01250,44.56,SRR1019437,dark-grown seedling,TPM
AT4G01250,44.22,SRR584134,light-grown seedling,TPM
AT4G01250,40.41,SRR833246,light-grown seedling,TPM
AT4G01250,39.37,SRR493097,leaf,TPM
AT4G01250,38.33,ERR274310,aerial,TPM
AT4G01250,31.51,SRR446028,leaf,TPM
AT4G01250,29.13,SRR1159827,leaf,TPM
AT4G01250,28.35,SRR1049784,dark-grown seedling,TPM
AT4G01250,26.69,SRR446027,leaf,TPM
AT4G01250,24.6,SRR493036,leaf,TPM
AT4G01250,23.13,SRR477075,dark-grown seedling,TPM
AT4G01250,22.95,SRR477076,dark-grown seedling,TPM
AT4G01250,21.81,ERR274309,root,TPM
AT4G01250,20.37,SRR797194,light-grown seedling,TPM
AT4G01250,20.12,SRR345562,light-grown seedling,TPM
AT4G01250,16.43,SRR394082,light-grown seedling,TPM
AT4G01250,15.77,SRR493237,dark-grown seedling,TPM
AT4G01250,15.53,SRR1019221,light-grown seedling,TPM
AT4G01250,15.37,SRR446486,leaf,TPM
AT4G01250,15.06,SRR493238,dark-grown seedling,TPM
AT4G01250,14.88,SRR515074,light-grown seedling,TPM
AT4G01250,14.14,SRR1207195,carpel,TPM
AT4G01250,13.65,SRR446487,leaf,TPM
AT4G01250,13.6,SRR515073,light-grown seedling,TPM
AT4G01250,13.54,SRR446484,leaf,TPM
AT4G01250,12.36,SRR942022,leaf,TPM
AT4G01250,11.79,SRR504181,light-grown seedling,TPM
AT4G01250,11.04,SRR446485,leaf,TPM
AT4G01250,10.99,SRR446034,leaf,TPM
AT4G01250,10.47,SRR1207194,carpel,TPM
AT4G01250,10.36,SRR1261509,root apical meristem,TPM
AT4G01250,10.01,SRR653574,light-grown seedling,TPM
AT4G01250,9.04,SRR584115,light-grown seedling,TPM
AT4G01250,8.78,SRR314813,leaf,TPM
AT4G01250,8.78,SRR653573,light-grown seedling,TPM
AT4G01250,8.68,SRR1524940,root,TPM
AT4G01250,6.91,SRR653577,light-grown seedling,TPM
AT4G01250,6.9,SRR493101,leaf,TPM
AT4G01250,6.75,SRR1001909,light-grown seedling,TPM
AT4G01250,6.72,SRR653578,light-grown seedling,TPM
AT4G01250,6.65,SRR346553,light-grown seedling,TPM
AT4G01250,6.48,SRR1524938,root,TPM
AT4G01250,6.36,SRR653576,light-grown seedling,TPM
AT4G01250,6.13,SRR653575,light-grown seedling,TPM
AT4G01250,5.88,SRR493098,leaf,TPM
AT4G01250,5.69,SRR346552,light-grown seedling,TPM
AT4G01250,5.62,SRR924656,leaf,TPM
AT4G01250,5.43,SRR504180,light-grown seedling,TPM
AT4G01250,5.25,SRR504179,light-grown seedling,TPM
AT4G01250,5.24,SRR584129,light-grown seedling,TPM
AT4G01250,5.24,SRR847505,aerial,TPM
AT4G01250,4.99,SRR847506,aerial,TPM
AT4G01250,4.83,SRR653557,light-grown seedling,TPM
AT4G01250,4.68,SRR653556,light-grown seedling,TPM
AT4G01250,4.35,SRR949988,shoot apical meristem,TPM
AT4G01250,4.29,SRR1001910,light-grown seedling,TPM
AT4G01250,4.11,SRR653572,light-grown seedling,TPM
AT4G01250,4.1,SRR653566,light-grown seedling,TPM
AT4G01250,4.0,SRR1159821,leaf,TPM
AT4G01250,3.92,SRR1524935,root,TPM
AT4G01250,3.82,SRR446039,leaf,TPM
AT4G01250,3.79,SRR653555,light-grown seedling,TPM
AT4G01250,3.76,SRR653564,light-grown seedling,TPM
AT4G01250,3.73,SRR653567,light-grown seedling,TPM
AT4G01250,3.54,SRR446040,leaf,TPM
AT4G01250,3.51,SRR949965,shoot apical meristem,TPM
AT4G01250,3.47,SRR653565,light-grown seedling,TPM
AT4G01250,3.33,SRR1105823,leaf,TPM
AT4G01250,3.32,SRR653563,light-grown seedling,TPM
AT4G01250,3.27,SRR401417,receptacle,TPM
AT4G01250,3.24,SRR1260033,root apical meristem,TPM
AT4G01250,3.24,SRR949989,shoot apical meristem,TPM
AT4G01250,3.14,SRR653571,light-grown seedling,TPM
AT4G01250,3.1,SRR446033,leaf,TPM
AT4G01250,3.0,SRR653562,light-grown seedling,TPM
AT4G01250,2.95,SRR584121,light-grown seedling,TPM
AT4G01250,2.9,SRR653561,light-grown seedling,TPM
AT4G01250,2.88,SRR547531,aerial,TPM
AT4G01250,2.88,SRR548277,aerial,TPM
AT4G01250,2.87,SRR653570,light-grown seedling,TPM
AT4G01250,2.86,SRR314814,root,TPM
AT4G01250,2.83,SRR345561,light-grown seedling,TPM
AT4G01250,2.83,SRR401420,receptacle,TPM
AT4G01250,2.72,SRR1105822,leaf,TPM
AT4G01250,2.71,SRR1046910,root,TPM
AT4G01250,2.7,SRR401413,receptacle,TPM
AT4G01250,2.61,SRR401414,receptacle,TPM
AT4G01250,2.51,SRR949956,shoot apical meristem,TPM
AT4G01250,2.47,SRR401419,receptacle,TPM
AT4G01250,2.45,SRR401421,receptacle,TPM
AT4G01250,2.38,SRR847504,aerial,TPM
AT4G01250,2.35,SRR1046909,root,TPM
AT4G01250,2.28,SRR934391,leaf,TPM
AT4G01250,2.23,SRR653568,light-grown seedling,TPM
AT4G01250,2.21,SRR401415,receptacle,TPM
AT4G01250,2.21,SRR401418,receptacle,TPM
AT4G01250,2.07,SRR401416,receptacle,TPM
AT4G01250,2.06,SRR653569,light-grown seedling,TPM
AT4G01250,1.98,SRR847503,aerial,TPM
AT4G01250,1.78,SRR764885,leaf,TPM
AT4G01250,1.75,SRR314815,stage 12 inflorescence,TPM
AT4G01250,1.68,SRR800753,stage 12 inflorescence,TPM
AT4G01250,1.49,SRR1260032,root apical meristem,TPM
AT4G01250,0.73,SRR800754,stage 12 inflorescence,TPM
AT4G01250,0.69,SRR070570,light-grown seedling,TPM
AT4G01250,0.63,SRR070571,light-grown seedling,TPM
AT4G01250,0.16,SRR527165,light-grown seedling,TPM
AT4G01250,0.13,SRR527164,light-grown seedling,TPM
AT4G01250,0.09,SRR847501,pollen,TPM
AT4G01250,0.0,SRR847502,pollen,TPM
