gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT5G65410,58.12,SRR446487,leaf,TPM
AT5G65410,47.2,SRR949956,shoot apical meristem,TPM
AT5G65410,46.7,SRR446485,leaf,TPM
AT5G65410,45.52,SRR949965,shoot apical meristem,TPM
AT5G65410,45.13,SRR949988,shoot apical meristem,TPM
AT5G65410,44.85,SRR949989,shoot apical meristem,TPM
AT5G65410,43.33,SRR1207194,carpel,TPM
AT5G65410,41.51,SRR1207195,carpel,TPM
AT5G65410,37.38,SRR653575,light-grown seedling,TPM
AT5G65410,36.28,SRR653570,light-grown seedling,TPM
AT5G65410,35.07,SRR1019221,light-grown seedling,TPM
AT5G65410,34.76,SRR653577,light-grown seedling,TPM
AT5G65410,34.05,SRR847506,aerial,TPM
AT5G65410,33.16,SRR847505,aerial,TPM
AT5G65410,33.04,SRR653578,light-grown seedling,TPM
AT5G65410,31.97,SRR653572,light-grown seedling,TPM
AT5G65410,31.85,SRR653562,light-grown seedling,TPM
AT5G65410,31.01,SRR653576,light-grown seedling,TPM
AT5G65410,30.98,SRR653571,light-grown seedling,TPM
AT5G65410,30.79,SRR653574,light-grown seedling,TPM
AT5G65410,30.55,SRR653573,light-grown seedling,TPM
AT5G65410,29.58,SRR653561,light-grown seedling,TPM
AT5G65410,28.8,SRR847504,aerial,TPM
AT5G65410,28.68,SRR1001910,light-grown seedling,TPM
AT5G65410,27.75,SRR847503,aerial,TPM
AT5G65410,26.09,SRR1001909,light-grown seedling,TPM
AT5G65410,26.05,SRR584134,light-grown seedling,TPM
AT5G65410,25.87,SRR653555,light-grown seedling,TPM
AT5G65410,25.72,SRR653563,light-grown seedling,TPM
AT5G65410,25.61,SRR653556,light-grown seedling,TPM
AT5G65410,24.69,SRR394082,light-grown seedling,TPM
AT5G65410,23.27,SRR653557,light-grown seedling,TPM
AT5G65410,23.14,SRR515074,light-grown seedling,TPM
AT5G65410,23.13,SRR515073,light-grown seedling,TPM
AT5G65410,23.0,SRR493036,leaf,TPM
AT5G65410,22.59,SRR584121,light-grown seedling,TPM
AT5G65410,21.95,SRR653568,light-grown seedling,TPM
AT5G65410,21.57,SRR346552,light-grown seedling,TPM
AT5G65410,21.29,SRR653569,light-grown seedling,TPM
AT5G65410,20.73,SRR653567,light-grown seedling,TPM
AT5G65410,20.47,SRR584129,light-grown seedling,TPM
AT5G65410,19.6,SRR584115,light-grown seedling,TPM
AT5G65410,19.57,SRR346553,light-grown seedling,TPM
AT5G65410,19.57,SRR653564,light-grown seedling,TPM
AT5G65410,19.46,SRR653565,light-grown seedling,TPM
AT5G65410,19.2,SRR1105822,leaf,TPM
AT5G65410,18.49,SRR548277,aerial,TPM
AT5G65410,18.47,SRR1105823,leaf,TPM
AT5G65410,17.48,ERR274310,aerial,TPM
AT5G65410,16.97,SRR653566,light-grown seedling,TPM
AT5G65410,16.51,SRR1159827,leaf,TPM
AT5G65410,14.12,SRR924656,leaf,TPM
AT5G65410,14.09,SRR314813,leaf,TPM
AT5G65410,13.42,SRR345562,light-grown seedling,TPM
AT5G65410,13.3,SRR833246,light-grown seedling,TPM
AT5G65410,12.98,SRR1019436,dark-grown seedling,TPM
AT5G65410,12.82,SRR1019437,dark-grown seedling,TPM
AT5G65410,12.61,SRR493238,dark-grown seedling,TPM
AT5G65410,12.0,SRR477076,dark-grown seedling,TPM
AT5G65410,11.91,SRR797230,light-grown seedling,TPM
AT5G65410,11.11,SRR477075,dark-grown seedling,TPM
AT5G65410,10.96,SRR764885,leaf,TPM
AT5G65410,8.62,SRR493101,leaf,TPM
AT5G65410,8.24,SRR547531,aerial,TPM
AT5G65410,7.42,SRR493237,dark-grown seedling,TPM
AT5G65410,7.19,SRR942022,leaf,TPM
AT5G65410,6.6,SRR797194,light-grown seedling,TPM
AT5G65410,6.54,SRR446486,leaf,TPM
AT5G65410,6.32,SRR504181,light-grown seedling,TPM
AT5G65410,6.25,SRR070571,light-grown seedling,TPM
AT5G65410,6.0,SRR493098,leaf,TPM
AT5G65410,5.85,SRR070570,light-grown seedling,TPM
AT5G65410,5.76,SRR446040,leaf,TPM
AT5G65410,5.69,SRR446484,leaf,TPM
AT5G65410,5.13,SRR504179,light-grown seedling,TPM
AT5G65410,5.06,SRR446039,leaf,TPM
AT5G65410,4.69,SRR1159837,leaf,TPM
AT5G65410,4.56,SRR504180,light-grown seedling,TPM
AT5G65410,4.48,SRR446033,leaf,TPM
AT5G65410,4.45,SRR401421,receptacle,TPM
AT5G65410,4.39,SRR401417,receptacle,TPM
AT5G65410,4.38,SRR1159821,leaf,TPM
AT5G65410,4.37,SRR446034,leaf,TPM
AT5G65410,4.15,SRR401415,receptacle,TPM
AT5G65410,4.08,SRR401414,receptacle,TPM
AT5G65410,4.08,SRR401416,receptacle,TPM
AT5G65410,4.06,SRR401418,receptacle,TPM
AT5G65410,3.99,SRR401419,receptacle,TPM
AT5G65410,3.52,SRR401413,receptacle,TPM
AT5G65410,3.48,SRR493097,leaf,TPM
AT5G65410,3.23,SRR401420,receptacle,TPM
AT5G65410,3.12,SRR345561,light-grown seedling,TPM
AT5G65410,3.09,SRR1049784,dark-grown seedling,TPM
AT5G65410,2.44,SRR800753,stage 12 inflorescence,TPM
AT5G65410,2.42,SRR800754,stage 12 inflorescence,TPM
AT5G65410,2.27,SRR446028,leaf,TPM
AT5G65410,2.25,SRR934391,leaf,TPM
AT5G65410,1.58,SRR314815,stage 12 inflorescence,TPM
AT5G65410,1.09,SRR446027,leaf,TPM
AT5G65410,0.95,SRR1260032,root apical meristem,TPM
AT5G65410,0.28,SRR527164,light-grown seedling,TPM
AT5G65410,0.27,SRR527165,light-grown seedling,TPM
AT5G65410,0.2,SRR1524940,root,TPM
AT5G65410,0.13,SRR1524935,root,TPM
AT5G65410,0.1,SRR1260033,root apical meristem,TPM
AT5G65410,0.07,SRR314814,root,TPM
AT5G65410,0.06,SRR1524938,root,TPM
AT5G65410,0.03,ERR274309,root,TPM
AT5G65410,0.0,SRR1046909,root,TPM
AT5G65410,0.0,SRR1046910,root,TPM
AT5G65410,0.0,SRR1261509,root apical meristem,TPM
AT5G65410,0.0,SRR847501,pollen,TPM
AT5G65410,0.0,SRR847502,pollen,TPM
