gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT5G45580,0.25,SRR446039,leaf,TPM
AT5G45580,0.23,SRR446028,leaf,TPM
AT5G45580,0.23,SRR797194,light-grown seedling,TPM
AT5G45580,0.22,SRR446034,leaf,TPM
AT5G45580,0.21,SRR446485,leaf,TPM
AT5G45580,0.2,SRR446040,leaf,TPM
AT5G45580,0.15,SRR345561,light-grown seedling,TPM
AT5G45580,0.13,SRR070570,light-grown seedling,TPM
AT5G45580,0.13,SRR070571,light-grown seedling,TPM
AT5G45580,0.12,SRR847505,aerial,TPM
AT5G45580,0.11,SRR446033,leaf,TPM
AT5G45580,0.09,SRR1159821,leaf,TPM
AT5G45580,0.0,SRR1159837,leaf,TPM
AT5G45580,0.0,SRR446027,leaf,TPM
AT5G45580,0.0,SRR446484,leaf,TPM
AT5G45580,0.0,SRR446486,leaf,TPM
AT5G45580,0.0,SRR493101,leaf,TPM
AT5G45580,0.0,SRR515073,light-grown seedling,TPM
AT5G45580,0.0,SRR527164,light-grown seedling,TPM
AT5G45580,0.0,SRR527165,light-grown seedling,TPM
AT5G45580,0.0,SRR847501,pollen,TPM
AT5G45580,0.0,SRR847502,pollen,TPM
AT5G45580,0.0,SRR949965,shoot apical meristem,TPM
