gene_id,expressionLevel,SRAaccession,experiment_tissue,unit
AT2G23290,6.55,SRR345562,light-grown seedling,TPM
AT2G23290,6.42,SRR547531,aerial,TPM
AT2G23290,6.32,SRR949988,shoot apical meristem,TPM
AT2G23290,6.13,SRR504179,light-grown seedling,TPM
AT2G23290,6.1,SRR653572,light-grown seedling,TPM
AT2G23290,5.9,SRR653571,light-grown seedling,TPM
AT2G23290,5.76,SRR653555,light-grown seedling,TPM
AT2G23290,5.57,SRR446484,leaf,TPM
AT2G23290,5.49,SRR1261509,root apical meristem,TPM
AT2G23290,5.41,SRR653570,light-grown seedling,TPM
AT2G23290,5.25,SRR070570,light-grown seedling,TPM
AT2G23290,5.22,SRR446039,leaf,TPM
AT2G23290,4.32,SRR345561,light-grown seedling,TPM
AT2G23290,4.05,SRR070571,light-grown seedling,TPM
AT2G23290,3.46,SRR1049784,dark-grown seedling,TPM
AT2G23290,2.3,SRR934391,leaf,TPM
AT2G23290,0.88,SRR847501,pollen,TPM
AT2G23290,0.85,SRR847502,pollen,TPM
AT2G23290,0.13,SRR527164,light-grown seedling,TPM
AT2G23290,0.12,SRR527165,light-grown seedling,TPM
